id,imdb_id,budget,revenue,genre_names,original_title,runtime,status,countries,title,original_language,avg_vote,vote_count,popularity,genres,year,90s,00s,10s,Drama,Thriller,Romance,Adventure,Action,History,Comedy,Mystery,Fantasy,Animation,Family,Crime,War,Science Fiction,Horror,Music,Western,TV Movie,profit,profit_margin
369778,tt4400038,18500000.0,15291827.0,"['Comedy', 'Drama']",Chocolat,119.0,Released,['France'],Chocolat,French,6.9,498,5.7479999999999976,"[35, 18]",2016,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3208173.0,-21.0
369780,tt4741686,,5777198.0,['Comedy'],Joséphine s'arrondit,94.0,Released,['France'],"Josephine, Pregnant & Fabulous",French,5.9,208,7.026,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
369781,tt4625516,,,['Comedy'],Amis publics,98.0,Released,['France'],Amis publics,French,6.5,279,6.4270000000000005,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
370978,tt4922692,,7551282.0,"['Comedy', 'Romance']","Kiki, el amor se hace",102.0,Released,['Spain'],"Kiki, Love to Love",Spanish,6.3,246,7.917000000000002,"[35, 10749]",2016,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
371307,tt4835252,,6462232.0,['Comedy'],Il professor Cenerentolo,92.0,Released,['Italy'],Il professor Cenerentolo,Italian,5.1,205,6.8889999999999985,[35],2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
372058,tt5311514,,358922706.0,"['Romance', 'Animation', 'Drama']",君の名は。,106.0,Released,['Japan'],Your Name.,Japanese,8.5,5271,41.449,"[16, 18, 10749]",2016,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
372822,tt5300948,,8447319.0,['Comedy'],Vacanze ai Caraibi,0.0,Released,['Italy'],Vacanze ai Caraibi,Italian,4.7,209,6.314,[35],2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
374416,tt5290524,11089000.0,75878701.0,['Comedy'],Quo vado?,86.0,Released,['Italy'],Where Am I Going?,Italian,6.8,1544,11.338,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64789701.0,85.4
374475,tt4048272,10000000.0,11784207.0,"['Comedy', 'Drama']",Toni Erdmann,162.0,Released,"['Austria', 'Germany']",Toni Erdmann,German,7.1,574,9.466,"[35, 18]",2016,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1784207.0,15.1
375012,tt4273292,,133324.0,"['Drama', 'Horror', 'Thriller', 'War']",زیر سایه,84.0,Released,"['Iran', 'Jordan', 'Qatar', 'United Kingdom']",Under the Shadow,Farsi,6.5,359,10.902,"[18, 27, 53, 10752]",2016,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
375315,tt5186714,,6953604.0,"['Drama', 'Thriller']",فروشنده,125.0,Released,"['France', 'Iran']",The Salesman,Farsi,7.3,480,9.953,"[18, 53]",2016,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
375572,tt4300480,,2412312.0,['Drama'],Veloce come il vento,119.0,Released,['Italy'],Italian Race,Italian,7.6,673,11.302,[18],2016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
375794,tt5259966,,23540937.0,['Comedy'],No Manches Frida,100.0,Released,"['Germany', 'United States of America', 'Mexico']",No Manches Frida,Spanish,7.5,231,7.0429999999999975,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
375798,tt5029602,,14039310.0,['Comedy'],Brice 3,95.0,Released,['France'],Brice 3,French,4.2,438,6.968,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
375804,tt4979860,,24224579.0,['Comedy'],Camping 3,105.0,Released,['France'],Camping 3,French,4.8,434,7.256,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
377154,tt4331970,,2050766.0,['Drama'],Quand on a 17 Ans,116.0,Released,['France'],Being 17,French,6.9,218,8.051,[18],2016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
377263,tt5029608,,7478354.0,"['History', 'Drama', 'Romance']",Frantz,113.0,Released,"['France', 'Germany']",Frantz,French,7.4,428,8.362,"[18, 36, 10749]",2016,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
377273,tt5221584,762241.0,3085977.0,['Drama'],Aquarius,147.0,Released,"['Brazil', 'France']",Aquarius,Portuguese,7.5,271,6.614,[18],2016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323736.0,75.3
377275,tt5078214,,4971428.0,"['Comedy', 'Drama', 'Romance']",Victoria,97.0,Released,['France'],In Bed with Victoria,French,5.7,264,7.068,"[35, 18, 10749]",2016,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
377799,tt4505208,5300000.0,8003756.0,"['Drama', 'Comedy']",La Vache,91.0,Released,['France'],One Man and his Cow,French,6.9,204,5.104,"[35, 18]",2016,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2703756.0,33.8
378064,tt5323662,,30490447.0,"['Drama', 'Animation', 'Romance']",聲の形,130.0,Released,['Japan'],A Silent Voice,Japanese,8.3,1497,27.991,"[18, 16, 10749]",2016,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
378108,tt4769824,,19496308.0,"['Drama', 'Animation', 'Romance', 'War', 'History']",この世界の片隅に,130.0,Released,['Japan'],In This Corner of the World,Japanese,8.1,242,11.763,"[18, 16, 10749, 10752, 36]",2016,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,
380225,tt4621872,,9029150.0,"['Drama', 'Comedy']",La pazza gioia,116.0,Released,"['France', 'Italy']",Like Crazy,Italian,7.5,590,6.722,"[35, 18]",2016,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
381341,tt4901306,,31261490.0,"['Comedy', 'Drama']",Perfetti sconosciuti,97.0,Released,['Italy'],Perfect Strangers,Italian,7.9,3008,17.857,"[35, 18]",2016,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
381356,tt4741714,,,['Comedy'],Five,102.0,Released,['France'],Five,French,7.2,631,7.14,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
382511,tt5253294,,22955486.0,['Comedy'],Radin!,89.0,Released,['France'],Penny Pincher!,French,5.5,615,8.198,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
382589,tt5351818,17900000.0,9684093.0,"['Comedy', 'Drama']",Rock'n Roll,123.0,Released,['France'],Rock'n Roll,French,5.1,557,7.198,"[35, 18]",2017,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-8215907.0,-84.8
382591,tt5078204,,49619118.0,"['Drama', 'Comedy']",Demain tout commence,118.0,Released,['France'],Two Is a Family,French,7.8,2230,14.192,"[35, 18]",2016,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
382593,tt5833730,,9798848.0,['Comedy'],Papa ou maman 2,90.0,Released,['France'],Divorce French Style 2,French,6.3,451,6.8820000000000014,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
382597,tt5736696,,34598750.0,"['Action', 'Comedy']",RAID Dingue,105.0,Released,['France'],R.A.I.D. Special Unit,French,5.9,627,8.246,"[28, 35]",2016,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
382598,tt4993964,,7268779.0,"['Family', 'Comedy']",À fond,91.0,Released,['France'],Full Speed,French,5.9,341,13.925999999999998,"[35, 10751]",2016,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
383869,tt5115024,8600000.0,17455542.0,['Comedy'],Retour chez ma mère,97.0,Released,['France'],Back to Mom's,French,5.7,341,6.479,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8855542.0,50.7
384371,tt4857596,,8405304.0,['Comedy'],Adopte un veuf,97.0,Released,['France'],Roommates Wanted,French,6.3,262,6.77,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
390497,tt5910280,,52444295.0,"['Drama', 'Action', 'Thriller']",터널,126.0,Released,['South Korea'],Tunnel,Korean,7.1,214,10.294,"[28, 18, 53]",2016,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
390669,tt5436082,,502615.0,"['Romance', 'Comedy']",Un bacio,101.0,Released,['Italy'],One Kiss,Italian,6.9,214,5.835,"[35, 10749]",2016,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
390734,tt5595168,,5725482.0,"['Action', 'Animation', 'Science Fiction']",キングスグレイブ ファイナルファンタジーXV,115.0,Released,"['Japan', 'United States of America']",Kingsglaive: Final Fantasy XV,Japanese,6.8,397,16.657,"[28, 16, 878]",2016,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,
392142,tt5091538,12156348.0,8750678.0,"['War', 'Comedy']",La Folle Histoire de Max et Léon,98.0,Released,"['Belgium', 'France']",Max & Leon,French,6.4,542,6.405,"[35, 10752]",2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-3405670.0,-38.9
392207,tt4924942,5000000.0,3955278.0,['Thriller'],El guardián invisible,129.0,Released,"['Germany', 'Spain']",The Invisible Guardian,Spanish,6.3,240,10.66,[53],2017,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1044722.0,-26.4
393519,tt4954522,3500000.0,3096815.0,"['Drama', 'Horror', 'Mystery']",Grave,99.0,Released,"['Belgium', 'France']",Raw,French,7.1,1691,14.59,"[18, 27, 9648]",2016,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-403185.0,-13.0
393559,tt2321405,8000000.0,5873256.0,"['Animation', 'Drama', 'Family']",Ma vie de courgette,66.0,Released,"['France', 'Switzerland']",My Life as a Zucchini,French,7.8,732,8.88,"[16, 18, 10751]",2016,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2126744.0,-36.2
393729,tt4730986,2791874.0,2297612.0,['Drama'],Divines,105.0,Released,"['France', 'Qatar']",Divines,French,8.0,424,9.074,[18],2016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-494262.0,-21.5
393764,tt5555502,,4401654.0,"['Drama', 'Comedy']",Bienvenue À Marly-Gomont,96.0,Released,['France'],The African Doctor,French,6.8,345,8.576,"[35, 18]",2016,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
394684,tt4944596,4000000.0,3369996.0,"['Thriller', 'Crime', 'Action']",Que Dios nos perdone,127.0,Released,['Spain'],May God Save Us,Spanish,6.8,234,7.0070000000000014,"[28, 80, 53]",2016,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-630004.0,-18.7
396263,tt5923962,,2359127.0,"['Science Fiction', 'Action', 'Animation']",GANTZ:O,95.0,Released,['Japan'],Gantz:O,Japanese,7.0,276,10.82,"[28, 16, 878]",2016,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,
396535,tt5700672,8820000.0,92688375.0,"['Action', 'Horror', 'Thriller']",부산행,118.0,Released,['South Korea'],Train to Busan,Korean,7.7,3351,33.008,"[28, 27, 53]",2016,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,83868375.0,90.5
397538,tt5727282,7500000.0,3430165.0,"['Drama', 'History']",Borg vs McEnroe,108.0,Released,"['Denmark', 'Finland', 'Sweden']",Borg vs McEnroe,Swedish,7.0,720,12.667,"[18, 36]",2017,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4069835.0,-118.6
398920,tt5256722,,9755458.0,['Comedy'],Il a déjà tes yeux,95.0,Released,['France'],He Even Has Your Eyes,French,6.2,339,7.358,[35],2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
398924,tt5091612,,10898998.0,['Drama'],Un sac de billes,110.0,Released,"['Czech Republic', 'France', 'Canada']",A Bag of Marbles,French,7.9,532,9.283,[18],2017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
398929,tt5657028,,29370592.0,['Comedy'],Alibi.com,90.0,Released,['France'],Alibi.com,French,6.6,1166,9.32,[35],2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
399121,tt2398149,,18675714.0,"['Drama', 'History', 'Thriller']",J’accuse,132.0,Released,"['France', 'Italy']",An Officer and a Spy,French,7.2,485,34.81,"[18, 36, 53]",2019,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
400136,tt5776208,,256320.0,"['Horror', 'Adventure', 'Mystery', 'Animation', 'Action', 'Science Fiction']",バイオハザード ヴェンデッタ,97.0,Released,['Japan'],Resident Evil: Vendetta,Japanese,6.6,461,15.255999999999998,"[28, 12, 16, 27, 9648, 878]",2017,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,,
401513,tt4731148,5027266.0,19454845.0,"['Drama', 'Romance', 'Science Fiction', 'Adventure']",Притяжение,117.0,Released,['Russia'],Attraction,Russian,6.1,316,14.888,"[12, 18, 878, 10749]",2017,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14427579.0,74.2
401545,tt4964788,11318430.0,19176163.0,['Drama'],Todos lo saben,132.0,Released,"['France', 'Italy', 'Spain']",Everybody Knows,Spanish,6.5,565,8.777000000000001,[18],2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7857733.0,41.0
401898,tt6304046,5741614.0,1463727.0,"['Drama', 'Mystery', 'Thriller']",Thelma,117.0,Released,"['Denmark', 'France', 'Norway', 'Sweden']",Thelma,Norwegian,7.1,456,10.987,"[18, 9648, 53]",2017,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4277887.0,-292.3
403450,tt5263116,,4165279.0,"['War', 'Drama', 'Comedy', 'Romance']",In guerra per amore,99.0,Released,['Italy'],At War for Love,Italian,7.4,345,6.972,"[35, 18, 10749, 10752]",2016,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
403605,tt5147214,,73010.0,"['Action', 'Thriller']",Headshot,117.0,Released,['Indonesia'],Headshot,Indonesian,6.4,231,11.835,"[28, 53]",2016,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
406385,tt5897288,,3457091.0,"['Action', 'Comedy', 'Crime']",Smetto quando voglio - Masterclass,118.0,Released,['Italy'],I Can Quit Whenever I Want 2: Masterclass,Italian,7.5,854,9.209,"[28, 35, 80]",2017,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,
408033,tt5197068,,5595545.0,['Comedy'],Tamara,103.0,Released,['France'],Tamara,French,6.5,519,7.989,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
411088,tt4857264,4000000.0,31191910.0,"['Mystery', 'Crime', 'Thriller']",Contratiempo,106.0,Released,['Spain'],The Invisible Guest,Spanish,8.2,2279,47.063,"[80, 9648, 53]",2016,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27191910.0,87.2
411626,tt5976178,,2697522.0,"['Action', 'Comedy']",Gangsterdam,100.0,Released,['France'],Gangsterdam,French,5.5,217,8.55,"[28, 35]",2017,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
411638,tt4771896,1200000.0,2341847.0,['Thriller'],Tarde para la ira,92.0,Released,['Spain'],The Fury of a Patient Man,Spanish,6.7,270,7.84,[53],2016,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141847.0,48.8
413518,tt8333746,11500.0,17133446.0,"['Fantasy', 'Family']",Pinocchio,125.0,Released,"['France', 'Italy', 'United Kingdom']",Pinocchio,Italian,7.1,333,66.80199999999999,"[14, 10751]",2019,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17121946.0,99.9
413594,tt5544384,,29322339.0,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Animation', 'Science Fiction']",劇場版 ソードアート・オンライン -オーディナル・スケール-,119.0,Released,['Japan'],Sword Art Online: The Movie - Ordinal Scale,Japanese,7.5,285,12.255,"[28, 12, 16, 14, 878, 10749]",2017,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,,
413730,tt4650414,5800000.0,,"['Romance', 'Drama']",L'estate addosso,103.0,Released,['Italy'],Summertime,Italian,6.3,220,5.075,"[18, 10749]",2016,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
416051,tt5893264,11329550.0,3988331.0,"['Thriller', 'Mystery', 'Drama']",D'après une histoire vraie,97.0,Released,"['Belgium', 'France', 'Poland']",Based on a True Story,French,5.7,273,9.166,"[18, 9648, 53]",2017,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7341219.0,-184.1
416194,tt6523720,6300000.0,13837294.0,"['Action', 'Thriller']",Skjelvet,106.0,Released,['Norway'],The Quake,Norwegian,6.8,244,14.872,"[28, 53]",2018,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7537294.0,54.5
417670,tt6748466,,6521238.0,['Drama'],Loro 1,104.0,Released,"['France', 'Italy']",Loro 1,Italian,6.8,393,7.096,[18],2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
419507,tt6281538,,3130495.0,['Comedy'],Fuga da Reuma Park,86.0,Released,['Italy'],Fuga da Reuma Park,Italian,3.9,314,6.723,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
419511,tt6302050,,10748185.0,"['Romance', 'Comedy']",Mister Felicità,94.0,Released,['Italy'],Mister Happiness,Italian,6.2,257,6.505,"[35, 10749]",2017,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
419522,tt6197094,,4094269.0,['Comedy'],Beata ignoranza,102.0,Released,['Italy'],Ignorance Is Bliss,Italian,5.9,320,6.487,[35],2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
420426,tt5979872,3598902.0,3729856.0,"['Action', 'Fantasy', 'Adventure']",Bleach,108.0,Released,['Japan'],Bleach,Japanese,6.6,301,9.946,"[28, 12, 14]",2018,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,130954.0,3.5
420648,tt5121816,,3662671.0,"['Horror', 'Thriller', 'Comedy']",El bar,102.0,Released,"['Argentina', 'Spain']",The Bar,Spanish,6.2,775,7.971,"[35, 27, 53]",2017,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,
420950,tt3838034,,2385151.0,"['Science Fiction', 'Fantasy']",Seuls,90.0,Released,"['Spain', 'France', 'Belgium']",Alone,French,5.5,298,5.127000000000002,"[14, 878]",2017,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,
421447,tt5157682,6600000.0,817240.0,"['Comedy', 'Romance', 'Adventure']",L'Ascension,103.0,Released,['France'],The Climb,French,6.8,491,8.936,"[35, 10749, 12]",2017,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-5782760.0,-707.6
423646,tt5723272,,5104991.0,"['Drama', 'Crime']",Aus dem Nichts,106.0,Released,"['France', 'Germany']",In the Fade,German,7.0,467,11.08,"[80, 18]",2017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
424619,tt7066382,,47427990.0,['Comedy'],Les Tuche 3,92.0,Released,['France'],Les Tuche 3,French,5.4,552,7.61,[35],2018,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
425336,tt4682788,4667008.0,17535962.0,"['Crime', 'Drama']",Loving Pablo,123.0,Released,"['Bulgaria', 'Spain']",Loving Pablo,Spanish,6.2,624,14.606,"[80, 18]",2017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12868954.0,73.4
425703,tt6284414,,2038275.0,['Comedy'],Come diventare grandi nonostante i genitori,90.0,Released,['Italy'],Come diventare grandi nonostante i genitori,Italian,7.0,201,5.6160000000000005,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
426284,tt5084170,,7162617.0,"['Action', 'Drama']",無限の住人,140.0,Released,"['Japan', 'South Korea', 'United Kingdom']",Blade of the Immortal,Japanese,6.6,250,11.53,"[28, 18]",2017,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
426285,tt5607028,10000000.0,8053641.0,"['Action', 'Fantasy', 'Science Fiction']",鋼の錬金術師,135.0,Released,['Japan'],Fullmetal Alchemist,Japanese,5.1,301,8.391,"[28, 14, 878]",2017,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-1946359.0,-24.2
426338,tt5176252,3144622.0,3185945.0,"['Comedy', 'Romance']",La llamada,109.0,Released,['Spain'],Holy Camp!,Spanish,6.9,237,6.942,"[35, 10749]",2017,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41323.0,1.3
426426,tt6155172,15000000.0,1140769.0,['Drama'],Roma,135.0,Released,"['United States of America', 'Mexico']",Roma,Spanish,7.7,2536,16.602999999999998,[18],2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13859231.0,-1214.9
426962,tt5969846,,4855506.0,['Comedy'],Sous le même toit,97.0,Released,['France'],Room(h)ates,French,5.2,221,7.002999999999999,[35],2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
427348,tt6183834,,5734206.0,"['Thriller', 'Crime']",Carbone,104.0,Released,"['Belgium', 'France']",Carbone,French,6.9,215,9.016,"[80, 53]",2017,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
427989,tt6085872,,7272904.0,['Comedy'],Poveri ma ricchi,90.0,Released,['Italy'],Poveri ma ricchi,Italian,6.2,302,6.837999999999999,[35],2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
428495,tt5540188,4250000.0,3979536.0,"['Thriller', 'Drama']",The Nile Hilton Incident,101.0,Released,"['Denmark', 'Germany', 'Sweden']",The Nile Hilton Incident,Swedish,6.6,204,6.16,"[18, 53]",2017,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-270464.0,-6.8
429174,tt6304162,,3925992.0,['Drama'],Нелюбовь,127.0,Released,"['Russia', 'France']",Loveless,Russian,7.4,418,8.663,[18],2017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
429191,tt5639354,,3702353.0,['Drama'],Una mujer fantástica,104.0,Released,['Chile'],A Fantastic Woman,Spanish,7.1,414,9.331,[18],2017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
429210,tt6293516,,899782.0,"['Comedy', 'Drama']",Bingo - O Rei das Manhãs,113.0,Released,['Brazil'],Bingo: The King of the Mornings,Portuguese,8.2,227,7.249,"[35, 18]",2017,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
429460,tt5041296,,1346352.0,"['Thriller', 'Horror']",Muse,107.0,Released,"['Belgium', 'Spain', 'Ireland', 'France']",Muse,Spanish,5.9,205,8.697000000000001,"[27, 53]",2017,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
430365,tt5804948,,9548364.0,['Comedy'],À Bras Ouverts,92.0,Released,['France'],With Open Arms,French,5.2,322,7.614,[35],2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
430424,tt5258850,24100000.0,16094346.0,"['Drama', 'Crime', 'Comedy', 'War']",Au revoir là-haut,113.0,Released,"['Canada', 'France']",See You Up There,French,8.0,785,14.739,"[35, 80, 18, 10752]",2017,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-8005654.0,-49.7
430447,tt6336356,,41978431.0,"['Fantasy', 'Adventure', 'Animation']",メアリと魔女の花,103.0,Released,['Japan'],Mary and the Witch's Flower,Japanese,7.1,418,10.127,"[12, 16, 14]",2017,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,
430528,tt5598172,,1162912.0,['Comedy'],Si j'étais un homme,95.0,Released,"['Belgium', 'France']",If I Were a Boy,French,5.4,263,7.265,[35],2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
431937,tt6095616,,2796077.0,"['Romance', 'Drama', 'Comedy']",Mr & Mme Adelman,120.0,Released,"['Belgium', 'France']",Mr & Mme Adelman,French,7.5,241,8.623,"[10749, 18, 35]",2017,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
432068,tt5699154,17200000.0,32754358.0,['Comedy'],Le Sens de la fête,115.0,Released,['France'],C'est la vie!,French,6.8,872,16.703,[35],2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15554358.0,47.5
432087,tt5247704,,11625884.0,"['Drama', 'Comedy']",Ce qui nous lie,113.0,Released,['France'],Back to Burgundy,French,7.0,255,10.468,"[35, 18]",2017,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
432613,tt6021478,,21571464.0,['Comedy'],Épouse-moi mon pote,92.0,Released,['France'],"Marry Me, Dude",French,6.4,666,7.629,[35],2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
432616,tt5061360,,9242157.0,"['Drama', 'Romance']",La Promesse de l'aube,130.0,Released,"['Belgium', 'France']",Promise at Dawn,French,7.5,291,6.803,"[18, 10749]",2017,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
432618,tt6144762,,5319108.0,['Comedy'],Coexister,90.0,Released,['France'],Coexister,French,6.0,248,6.924,[35],2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
433422,tt6548966,,1420035.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Animation']",劇場版 FAIRY TAIL 『DRAGON CRY』,85.0,Released,['Japan'],Fairy Tail: Dragon Cry,Japanese,6.3,279,8.026,"[28, 12, 16, 35, 14]",2017,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,,
