id,imdb_id,budget,revenue,genre_names,original_title,runtime,status,countries,title,original_language,avg_vote,vote_count,popularity,genres,year,90s,00s,10s,Drama,Thriller,Romance,Adventure,Action,History,Comedy,Mystery,Fantasy,Animation,Family,Crime,War,Science Fiction,Horror,Music,Western,TV Movie,profit,profit_margin
15206,tt0804507,3500000.0,3119957.0,['Horror'],La terza madre,102.0,Released,"['Italy', 'United States of America']",The Mother of Tears,Italian,4.4,274,7.585,[27],2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-380043.0,-12.2
15283,tt0110008,,1252335.0,"['Adventure', 'Animation', 'Fantasy']",平成狸合戦ぽんぽこ,119.0,Released,['Japan'],Pom Poko,Japanese,7.2,453,15.708,"[12, 16, 14]",1994,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,
15357,tt1247640,15000000.0,14103752.0,"['Action', 'Thriller', 'Crime']",Banlieue 13 - Ultimatum,101.0,Released,['France'],District 13: Ultimatum,French,6.1,645,12.454,"[28, 80, 53]",2009,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-896248.0,-6.4
15370,tt0347618,,54505478.0,"['Adventure', 'Fantasy', 'Animation', 'Drama', 'Family']",猫の恩返し,75.0,Released,['Japan'],The Cat Returns,Japanese,7.2,925,21.378,"[12, 16, 18, 14, 10751]",2002,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,
15384,tt1326972,80000000.0,120432178.0,"['Action', 'Drama', 'History', 'War']",赤壁2：決戰天下,136.0,Released,['China'],Red Cliff Part II,Chinese,7.4,218,11.027,"[28, 18, 36, 10752]",2009,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40432178.0,33.6
15449,tt0259060,,,['Comedy'],La Tour Montparnasse Infernale,92.0,Released,['France'],La Tour Montparnasse Infernale,French,6.4,489,7.992000000000001,[35],2001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
15472,tt1132620,13000000.0,104414200.0,"['Drama', 'Thriller', 'Crime', 'Mystery']",Män som hatar kvinnor,152.0,Released,"['Denmark', 'Germany', 'Sweden']",The Girl with the Dragon Tattoo,Swedish,7.5,1838,22.431,"[80, 18, 9648, 53]",2009,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,91414200.0,87.5
15587,tt1328642,,16578105.0,"['Adventure', 'Comedy']",Safari,102.0,Released,['France'],Safari,French,4.6,234,7.095,"[12, 35]",2009,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
15588,tt1167660,31165200.0,21924245.0,"['Crime', 'Action', 'Comedy', 'Adventure']",OSS 117 : Rio ne répond plus,100.0,Released,['France'],OSS 117: Lost in Rio,French,7.2,785,9.032,"[28, 12, 35, 80]",2009,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-9240955.0,-42.1
15681,tt1188988,10000000.0,16843486.0,['Comedy'],Ex,120.0,Released,"['France', 'Italy']",Ex,Italian,5.8,350,6.274,[35],2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6843486.0,40.6
15709,tt1275590,,17141221.0,['Comedy'],De l'autre côté du lit,93.0,Released,['France'],Changing Sides,French,5.4,211,7.973,[35],2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
15999,tt0216651,,151086.0,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Horror', 'Mystery', 'Science Fiction']",吸血鬼ハンターD ブラッドラスト,103.0,Released,"['Japan', 'United States of America']",Vampire Hunter D: Bloodlust,Japanese,7.4,212,11.204,"[28, 12, 16, 14, 27, 9648, 878]",2000,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,,
16007,tt0758742,20000000.0,29667169.0,"['Fantasy', 'Mystery', 'Thriller']",デスノート,126.0,Released,['Japan'],Death Note,Japanese,6.9,328,6.36,"[14, 9648, 53]",2006,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9667169.0,32.6
16140,tt0810827,20000000.0,47919757.0,"['Fantasy', 'Thriller', 'Mystery']",デスノート the Last name,141.0,Released,['Japan'],Death Note: The Last Name,Japanese,6.8,230,8.272,"[14, 9648, 53]",2006,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27919757.0,58.3
16353,tt0785035,8500000.0,8936663.0,"['Adventure', 'Action', 'Thriller']",Ong Bak 2,98.0,Released,['Thailand'],Ong Bak 2,Thai,6.2,322,11.104,"[12, 28, 53]",2008,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,436663.0,4.9
16646,tt0318034,,8690168.0,"['Drama', 'Fantasy', 'History', 'Mystery']",Русский ковчег,99.0,Released,"['Denmark', 'Russia', 'Germany', 'Japan', 'Canada', 'Finland']",Russian Ark,Russian,7.4,232,7.808,"[18, 14, 36, 9648]",2002,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,
16804,tt1069238,,70442129.0,['Drama'],おくりびと,130.0,Released,['Japan'],Departures,Japanese,7.9,379,7.877999999999999,[18],2008,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
17111,tt0440803,,6989456.0,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",ชัตเตอร์ กดติดวิญญาณ,97.0,Released,['Thailand'],Shutter,Thai,7.0,414,7.664,"[14, 27, 9648, 53]",2004,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,
17350,tt0412535,,33026616.0,['Comedy'],Brice de Nice,98.0,Released,['France'],The Brice Man,French,5.5,841,8.304,[35],2005,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
17684,tt0328955,,22288364.0,['Comedy'],Chouchou,105.0,Released,['France'],Chouchou,French,5.4,300,6.377999999999999,[35],2003,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
17809,tt0110200,,,['Action'],精武英雄,103.0,Released,['Hong Kong'],Fist of Legend,Chinese,7.3,226,11.505,[28],1994,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
17825,tt0386695,,20537839.0,"['Drama', 'Comedy']",Les 11 Commandements,85.0,Released,['France'],The 11 Commandments,French,5.4,267,6.174,"[35, 18]",2004,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
17845,tt0926762,4185000.0,9168516.0,"['Drama', 'Mystery', 'Romance', 'Thriller']",Loft,118.0,Released,['Belgium'],Loft,Dutch,6.9,211,10.562,"[18, 9648, 53, 10749]",2008,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4983516.0,54.4
18079,tt0247586,1500000.0,12413888.0,['Crime'],Nueve reinas,114.0,Released,['Argentina'],Nine Queens,Spanish,7.7,335,6.799,[80],2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10913888.0,87.9
18329,tt0118845,,320319.0,"['Drama', 'Romance']",春光乍洩,96.0,Released,['Hong Kong'],Happy Together,Chinese,7.7,228,11.579,"[18, 10749]",1997,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
18438,tt1499666,,3732224.0,"['Drama', 'Comedy', 'Romance']",김씨 표류기,119.0,Released,['South Korea'],Castaway on the Moon,Korean,8.1,345,9.216,"[18, 35, 10749]",2009,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
18457,tt0283957,,17006200.0,['Comedy'],Le Boulet,107.0,Released,"['France', 'United Kingdom']",Dead Weight,French,5.9,225,6.9220000000000015,[35],2002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
18491,tt0169858,,,"['Drama', 'Science Fiction', 'Animation']",新世紀エヴァンゲリオン劇場版 THE END OF EVANGELION,87.0,Released,['Japan'],Neon Genesis Evangelion: The End of Evangelion,Japanese,8.4,505,13.609000000000002,"[18, 878, 16]",1997,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
18896,tt1314237,3500000.0,7969540.0,['Comedy'],Les Beaux Gosses,90.0,Released,['France'],The French Kissers,French,5.6,250,7.332000000000002,[35],2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4469540.0,56.1
18955,tt1262877,,25661127.0,['Comedy'],Coco,95.0,Released,['France'],Coco,French,4.3,371,6.049,[35],2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
19026,tt0439123,,11939023.0,"['Animation', 'Family']",Azur et Asmar,99.0,Released,"['Belgium', 'France', 'Italy', 'Spain']",Azur & Asmar: The Princes' Quest,French,7.7,327,9.369,"[16, 10751]",2006,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
19100,tt0478566,,10890811.0,"['Comedy', 'Family']",Nos jours heureux,103.0,Released,['France'],Those Happy Days,French,7.4,604,7.627000000000002,"[35, 10751]",2006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
19404,tt0112870,13200000.0,36785.0,"['Comedy', 'Drama', 'Romance']",दिलवाले दुल्हनिया ले जायेंगे,190.0,Released,['India'],Dilwale Dulhania Le Jayenge,Hindi,8.8,2238,29.678,"[35, 18, 10749]",1995,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-13163215.0,-35784.2
19597,tt1442519,,25132462.0,"['Comedy', 'Drama']",Le hérisson,100.0,Released,"['France', 'Italy']",The Hedgehog,French,7.2,222,7.732,"[35, 18]",2009,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
19666,tt0169102,5200000.0,1724806.0,"['Adventure', 'Romance', 'Drama']",लगान,224.0,Released,['India'],Lagaan: Once Upon a Time in India,Hindi,7.4,275,8.652000000000001,"[12, 10749, 18]",2001,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3475194.0,-201.5
20068,tt0417944,,22281609.0,"['Romance', 'Comedy', 'Drama']",Manuale d'amore,116.0,Released,['Italy'],Manual of Love,Italian,5.7,225,8.035,"[10749, 35, 18]",2005,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
20069,tt0847745,,27833482.0,"['Comedy', 'Drama']",Manuale d'amore 2 (capitoli successivi),120.0,Released,['Italy'],Manual of Love 2,Italian,5.3,208,9.927,"[35, 18]",2007,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
20453,tt1187043,9000000.0,60262836.0,"['Drama', 'Comedy']",3 Idiots,170.0,Released,['India'],3 Idiots,Hindi,7.9,1339,18.992,"[35, 18]",2009,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51262836.0,85.1
20722,tt1361566,,,"['Animation', 'Drama', 'Family']",つみきのいえ,12.0,Released,['Japan'],La Maison en Petits Cubes,Japanese,7.9,284,7.053,"[16, 18, 10751]",2008,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
21057,tt0108432,,87738.0,"['Romance', 'Animation', 'Drama', 'TV Movie']",海がきこえる,76.0,Released,['Japan'],Ocean Waves,Japanese,6.3,265,16.605999999999998,"[16, 18, 10749, 10770]",1993,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,
21191,tt1127715,,5102705.0,"['Drama', 'Action', 'Thriller', 'Crime']",Sin Nombre,96.0,Released,"['Mexico', 'United States of America']",Sin Nombre,Spanish,7.3,248,6.477,"[28, 80, 18, 53]",2009,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
21334,tt0118849,180000.0,933933.0,"['Drama', 'Comedy', 'Family']",بچه‌های آسمان,89.0,Released,['Iran'],Children of Heaven,Farsi,8.0,265,9.558,"[35, 18, 10751]",1997,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,753933.0,80.7
21348,tt0181627,,281179.0,"['Fantasy', 'Adventure', 'Animation', 'Family']",Kirikou et la sorcière,70.0,Released,"['France', 'Belgium', 'Luxembourg']",Kirikou and the Sorceress,French,7.3,725,10.033,"[12, 16, 14, 10751]",1998,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,
21427,tt0449851,,29414553.0,['Comedy'],La Doublure,85.0,Released,['France'],The Valet,French,5.9,334,7.3,[35],2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
21435,tt0445800,,84152064.0,['Comedy'],Les Bronzés 3 : Amis pour la vie,95.0,Released,['France'],French Fried Vacation 3,French,4.0,495,7.734,[35],2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
21575,tt1235166,13000000.0,17874044.0,"['Crime', 'Drama']",Un prophète,155.0,Released,"['France', 'Italy']",A Prophet,French,7.6,831,12.135,"[80, 18]",2009,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4874044.0,27.3
21588,tt0109592,4000000.0,253986.0,"['Fantasy', 'Drama', 'Horror', 'Comedy']",Dellamorte Dellamore,105.0,Released,"['France', 'Germany', 'Italy']",Cemetery Man,Italian,7.1,246,8.852,"[14, 18, 27, 35]",1994,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-3746014.0,-1474.9
21778,tt0357111,17820000.0,13315054.0,['Comedy'],RRRrrrr!!!,94.0,Released,['France'],RRRrrrr!!!,French,6.3,736,10.612,[35],2004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4504946.0,-33.8
21788,tt0953382,,6604944.0,"['Fantasy', 'Adventure', 'Family']",Les enfants de Timpelbach,133.0,Released,"['Luxembourg', 'France']",Trouble at Timpetill,French,6.0,254,6.556,"[14, 12, 10751]",2008,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,
21861,tt1194616,10900000.0,32764784.0,['Comedy'],LOL (Laughing Out Loud),103.0,Released,['France'],LOL (Laughing Out Loud),French,6.5,904,9.609,[35],2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21864784.0,66.7
22302,tt1194238,,,"['Crime', 'Drama']",Polytechnique,77.0,Released,['Canada'],Polytechnique,French,7.1,293,6.129,"[80, 18]",2009,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
22373,tt0890885,,11203911.0,['Drama'],Saturno contro,110.0,Released,['Italy'],Saturn in Opposition,Italian,7.0,226,7.104,[18],2007,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
22536,tt0762073,5000000.0,13085023.0,"['Drama', 'Horror', 'Thriller']",박쥐,133.0,Released,['South Korea'],Thirst,Korean,7.1,407,11.675,"[18, 27, 53]",2009,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8085023.0,61.8
22826,tt0110570,,638645.0,['Comedy'],Il mostro,112.0,Released,"['Italy', 'France']",The Monster,Italian,7.0,370,7.896,[35],1994,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
22843,tt0860906,,41177742.0,"['Animation', 'Science Fiction', 'Action', 'Drama']",ヱヴァンゲリヲン新劇場版：破,108.0,Released,['Japan'],Evangelion: 2.0 You Can (Not) Advance,Japanese,7.8,269,9.559,"[28, 16, 18, 878]",2009,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,
23550,tt0274497,,500930.0,['Drama'],Le fate ignoranti,106.0,Released,['Italy'],His Secret Life,Italian,7.4,304,5.65,[18],2001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
23637,tt0107225,,1113435.0,['Comedy'],Io speriamo che me la cavo,100.0,Released,['Italy'],"Ciao, Professore!",Italian,7.3,249,6.921,[35],1992,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
24169,tt1288637,,19494191.0,['Comedy'],Il cosmo sul comò,100.0,Released,['Italy'],Il cosmo sul comò,Italian,5.1,580,8.02,[35],2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
24253,tt1216487,4422952.0,67153225.0,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",Flickan som lekte med elden,186.0,Released,"['Germany', 'Sweden', 'Denmark']",The Girl Who Played with Fire,Swedish,7.0,1016,13.974,"[28, 80, 18, 9648, 53]",2009,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,62730273.0,93.4
24653,tt0398883,,2556056.0,"['Crime', 'Drama']",Le conseguenze dell'amore,100.0,Released,['Italy'],The Consequences of Love,Italian,7.7,339,8.372,"[80, 18]",2004,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
24752,tt1125254,,16331742.0,"['Action', 'Animation', 'Adventure']",Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô,48.0,Released,['Japan'],Dragon Ball Z: Cooler's Revenge,Japanese,6.7,308,17.334,"[28, 16, 12]",1991,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,
25205,tt1320082,,41146351.0,"['Drama', 'Comedy']",Le Concert,119.0,Released,"['Belgium', 'Italy', 'Romania', 'France']",The Concert,French,7.2,295,8.008,"[35, 18]",2009,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
25300,tt0326977,,7354418.0,"['Mystery', 'Drama', 'Thriller', 'Crime']",Io non ho paura,108.0,Released,"['Italy', 'Spain', 'United Kingdom']",I'm Not Scared,Italian,7.1,667,7.4860000000000015,"[80, 18, 9648, 53]",2003,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,
25376,tt1305806,2000000.0,42629597.0,"['Crime', 'Drama', 'Mystery', 'Romance']",El secreto de sus ojos,130.0,Released,"['Argentina', 'Spain']",The Secret in Their Eyes,Spanish,8.0,1361,14.305,"[80, 18, 9648, 10749]",2009,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,40629597.0,95.3
25676,tt0485976,,21836580.0,"['Drama', 'Action', 'Comedy']",寶貝計劃,126.0,Released,['Hong Kong'],Rob-B-Hood,Chinese,6.6,235,9.198,"[28, 35, 18]",2006,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
25846,tt1081935,35000000.0,16017513.0,"['Drama', 'Comedy', 'Romance', 'History']",Baarìa,150.0,Released,"['Italy', 'France']",Baarìa,Italian,7.3,387,7.775,"[35, 18, 36, 10749]",2009,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-18982487.0,-118.5
26022,tt1188996,12000000.0,42345360.0,"['Drama', 'Romance']",My Name Is Khan,165.0,Released,['India'],My Name Is Khan,Hindi,7.9,517,12.821,"[18, 10749]",2010,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30345360.0,71.7
26280,tt1424797,,,['Drama'],J'ai tué ma mère,96.0,Released,['Canada'],I Killed My Mother,French,7.6,705,9.041,[18],2009,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
26691,tt1349856,,22243482.0,['Comedy'],Neuilly sa Mère !,90.0,Released,['France'],Neuilly Yo Mama!,French,6.1,650,8.455,[35],2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
27936,tt1149361,33000000.0,20550145.0,"['Action', 'Comedy', 'Crime']",Micmacs à tire-larigot,100.0,Released,['France'],Micmacs,French,6.6,315,7.825,"[28, 35, 80]",2009,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-12449855.0,-60.6
28422,tt1128075,,,"['Action', 'Comedy', 'Drama', 'Romance']",愛のむきだし,237.0,Released,['Japan'],Love Exposure,Japanese,8.2,211,11.885,"[28, 35, 18, 10749]",2009,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
28874,tt1474276,,18434328.0,['Animation'],サマーウォーズ,114.0,Released,['Japan'],Summer Wars,Japanese,7.5,525,13.148,[16],2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
29458,tt0238891,,216026.0,"['Crime', 'Drama']",I cento passi,114.0,Released,['Italy'],One Hundred Steps,Italian,7.8,371,6.6789999999999985,"[80, 18]",2000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
30018,tt1216496,5000000.0,17149348.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",마더,129.0,Released,['South Korea'],Mother,Korean,7.8,509,14.292,"[80, 18, 9648, 53]",2009,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12149348.0,70.8
30508,tt0211946,,598894.0,"['Comedy', 'Drama', 'Music']",Berlin Calling,105.0,Released,['Germany'],Berlin Calling,German,6.9,204,8.974,"[35, 18, 10402]",2008,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,
30974,tt1433562,,2141798.0,"['Action', 'Thriller', 'Horror']",Vertige,90.0,Released,['France'],High Lane,French,5.5,205,6.274,"[28, 27, 53]",2009,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,
31175,tt1244668,5000000.0,18164139.0,"['Drama', 'Comedy']",Soul Kitchen,99.0,Released,"['France', 'Germany', 'Italy']",Soul Kitchen,German,6.9,266,9.903,"[35, 18]",2009,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13164139.0,72.5
31203,tt1264904,,62794894.0,['Comedy'],Le Petit Nicolas,91.0,Released,"['Belgium', 'France']",Little Nicholas,French,5.9,737,6.725,[35],2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
31359,tt0214289,12560000.0,17317084.0,['Comedy'],La Vérité si je Mens ! 2,105.0,Released,['France'],Would I Lie to You? 2,French,6.3,241,6.43,[35],2001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4757084.0,27.5
33273,tt1242422,5700000.0,19305314.0,"['Action', 'Thriller', 'Drama']",Celda 211,110.0,Released,"['France', 'Spain']",Cell 211,Spanish,7.4,670,8.654,"[28, 18, 53]",2009,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13605314.0,70.5
33282,tt1504362,,29976481.0,['Comedy'],Natale a Beverly Hills,0.0,Released,['Italy'],Natale a Beverly Hills,Italian,4.8,211,6.3679999999999986,[35],2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
33320,tt0291350,,262891.0,"['Animation', 'Drama', 'Romance']",千年女優,87.0,Released,['Japan'],Millennium Actress,Japanese,7.9,304,14.385,"[16, 18, 10749]",2001,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
33365,tt0772187,2457000.0,15905030.0,['Comedy'],Notte prima degli esami,100.0,Released,['Italy'],The Night Before the Exams,Italian,6.5,761,10.103,[35],2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13448030.0,84.6
33542,tt0113326,7500000.0,32392047.0,"['Crime', 'Action', 'Comedy', 'Thriller']",紅番區,104.0,Released,['Hong Kong'],Rumble in the Bronx,Chinese,6.7,498,13.636,"[28, 35, 80, 53]",1995,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,24892047.0,76.8
33613,tt1343097,4000000.0,44276335.0,"['Action', 'Thriller', 'Crime', 'Mystery']",Luftslottet som sprängdes,147.0,Released,['Sweden'],The Girl Who Kicked the Hornet's Nest,Swedish,7.0,821,12.913,"[28, 80, 9648, 53]",2009,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,40276335.0,91.0
34069,tt0381940,,,"['Thriller', 'Mystery', 'Science Fiction']",Cargo,120.0,Released,['Switzerland'],Cargo,German,5.9,225,7.991,"[53, 9648, 878]",2009,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
34433,tt0142242,,658982.0,"['Animation', 'Adventure', 'Family', 'Science Fiction']",ドラゴンボールＺ 燃え尽きろ!!熱戦・烈戦・超激戦,70.0,Released,['Japan'],Dragon Ball Z: Broly – The Legendary Super Saiyan,Japanese,7.2,444,28.09800000000001,"[16, 12, 10751, 878]",1993,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,
34494,tt1074213,,23249815.0,['Comedy'],Scusa ma ti chiamo amore,105.0,Released,['Italy'],Sorry if I Love You,Italian,5.4,438,9.35,[35],2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
34588,tt0448927,,,['Comedy'],Se eu fosse você,108.0,Released,['Brazil'],If I Were You,Portuguese,6.4,239,6.4620000000000015,[35],2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
35026,tt1235536,27000000.0,17854472.0,"['Comedy', 'Western', 'Adventure']",Lucky Luke,103.0,Released,"['Argentina', 'France']",Lucky Luke,French,4.5,346,8.691,"[12, 35, 37]",2009,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-9145528.0,-51.2
35552,tt1179025,25000000.0,34604339.0,"['Fantasy', 'Adventure', 'Action', 'Mystery']",Les Aventures extraordinaires d'Adèle Blanc-Sec,105.0,Released,['France'],The Extraordinary Adventures of Adèle Blanc-Sec,French,6.0,801,11.094,"[28, 12, 14, 9648]",2010,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9604339.0,27.8
35554,tt1526741,,20123466.0,['Comedy'],Cado dalle nubi,99.0,Released,['Italy'],Cado dalle nubi,Italian,6.7,1162,8.363999999999999,[35],2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
36940,tt1467273,,10569178.0,"['Comedy', 'Drama']",La prima cosa bella,122.0,Released,['Italy'],The First Beautiful Thing,Italian,7.4,338,5.74,"[35, 18]",2010,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
37181,tt1360860,,878642.0,['Drama'],درباره الی‎‎,119.0,Released,"['Iran', 'France']",About Elly,Farsi,7.6,236,10.569,[18],2009,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
37265,tt0104014,,,"['Comedy', 'Drama']",Così fan tutte,93.0,Released,['Italy'],All Ladies Do It,Italian,4.2,210,7.812,"[35, 18]",1992,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
37472,tt1386932,12902809.0,15089448.0,"['Action', 'History', 'Drama']",葉問2,109.0,Released,"['Hong Kong', 'China']",Ip Man 2,Chinese,7.4,1251,4.216,"[28, 18, 36]",2010,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2186639.0,14.5
