imdb_id,cumulative_revenue
tt5501104,"$2,177,678"
tt8291806,"$37,137,074"
tt7534068,"$6,795,812"
tt6679412,nan
tt8335880,"$2,985,436"
tt8001346,"$46,221,204"
tt6704776,"$2,701,645"
tt6908274,"$17,325,485"
tt8613070,"$22,978,382"
tt6918220,"$4,558,192"
tt7605074,"$699,760,773"
tt7121252,"$657,690"
tt8201404,"$23,556,486"
tt7201846,"$5,982,358"
tt7475206,"$5,311,875"
tt8619812,"$21,105,636"
tt7278824,"$2,440,478"
tt8418652,"$5,726,553"
tt9426210,"$186,829,542"
tt8265928,"$5,819,588"
tt9239888,nan
tt8740778,"$2,298,525"
tt8660788,"$8,299,778"
tt7736478,"$8,650,229"
tt8655470,"$19,343,448"
tt4516162,"$2,808,018"
tt10407272,"$5,373,112"
tt8976832,nan
tt10199590,"$18,202,623"
tt9806192,"$1,136,431"
tt8783532,"$14,136,095"
tt9150970,nan
tt9260446,"$5,646,793"
tt10413566,"$50,347,705"
tt9172422,"$14,298,084"
tt10492998,"$8,384,831"
tt8613876,nan
tt8228288,"$592,765"
tt10611372,"$39,273,021"
tt10431500,"$17,321,629"
tt10731748,nan
tt9806322,nan
tt10937434,nan
tt9345754,"$1,845"
