id,title,original_language,avg_vote,vote_count,popularity,genres,release_date,adult
3110,Shane,en,7.4,305,11.971,"[18, 37]",1953-04-23,False
2757,Adaptation.,en,7.4,1378,18.059,"[35, 80, 18]",2002-12-06,False
1116,The Wind That Shakes the Barley,en,7.4,362,8.608,"[18, 10752]",2006-03-24,False
16646,Russian Ark,ru,7.4,232,7.808,"[18, 14, 36, 9648]",2002-05-22,False
1653,The Motorcycle Diaries,es,7.4,710,15.414,[18],2004-02-06,False
256040,Bahubali: The Beginning,te,7.4,282,18.594,"[28, 18]",2015-07-10,False
2134,The Time Machine,en,7.4,420,11.251,"[12, 14, 878, 53, 10749]",1960-05-25,False
881,A Few Good Men,en,7.4,1869,18.164,[18],1992-12-11,False
293863,The Age of Adaline,en,7.4,4336,20.906,"[18, 14, 10749]",2015-04-16,False
3089,Red River,en,7.4,218,10.607,"[28, 37]",1948-08-26,False
290762,Miss You Already,en,7.4,463,10.385,"[35, 18]",2015-09-12,False
407449,Lucky,en,7.4,272,10.915,[18],2017-09-29,False
4476,Legends of the Fall,en,7.4,1359,22.566,"[12, 18, 10749, 10752]",1994-12-16,False
2291,Jacob's Ladder,en,7.4,814,13.871,"[18, 27, 9648]",1990-11-02,False
356296,Suburra,it,7.4,859,11.041,"[80, 18, 53]",2015-10-14,False
10794,The Party,en,7.4,381,12.09,[35],1968-04-04,False
10086,Man Bites Dog,fr,7.4,448,9.815,"[35, 80, 18, 27]",1992-05-01,False
839,Duel,en,7.4,926,9.171,"[28, 53, 10770]",1971-12-25,False
345,Eyes Wide Shut,en,7.4,3288,20.699,"[18, 9648, 53]",1999-07-16,False
79120,Weekend,en,7.4,333,8.038,"[18, 10749]",2011-09-22,False
2501,The Bourne Identity,en,7.4,6111,27.234,"[28, 18, 9648, 53]",2002-06-14,False
2034,Training Day,en,7.4,3371,19.766,"[28, 80, 18, 53]",2001-10-05,False
552178,Dark Waters,en,7.4,410,29.299,"[18, 53]",2019-11-22,False
9652,The Passenger,it,7.4,223,7.089,"[18, 53]",1975-02-28,False
140,Bad Education,es,7.4,500,13.838,"[80, 18, 9648, 53, 10749]",2004-03-19,False
687,Dead Man Walking,en,7.4,771,13.547,[18],1995-12-29,False
165213,New World,ko,7.4,217,9.45,[53],2013-02-21,False
9509,Man on Fire,en,7.4,2922,25.701,"[28, 18, 53]",2004-04-23,False
488,The African Queen,en,7.4,468,9.987,"[12, 10749]",1951-12-26,False
187,Sin City,en,7.4,5273,26.324,"[28, 80, 53]",2005-04-01,False
437586,mid90s,en,7.4,599,11.95,"[35, 18]",2018-10-19,False
12776,Johnny Stecchino,it,7.4,666,9.161,[35],1991-10-24,False
153,Lost in Translation,en,7.4,4145,21.357,"[35, 18, 10749]",2003-08-31,False
19666,Lagaan: Once Upon a Time in India,hi,7.4,275,8.652,"[12, 10749, 18]",2001-06-15,False
11661,Joyeux Noel,fr,7.4,515,10.969,"[18, 36, 10749, 10752]",2005-11-09,False
9461,Enter the Dragon,en,7.4,947,17.15,[28],1973-08-17,False
7549,Fearless,zh,7.4,706,17.403,"[28, 18]",2006-01-26,False
621,Grease,en,7.4,4562,36.12,[10749],1978-07-07,False
381,To Catch a Thief,en,7.4,729,13.567,"[80, 18, 9648, 53, 10749]",1955-08-03,False
456929,Champions,es,7.4,370,10.088,"[35, 18]",2018-04-06,False
11416,The Mission,en,7.4,739,10.611,"[28, 12, 18, 36]",1986-09-29,False
587301,School Life,fr,7.4,285,27.684,"[35, 18]",2019-08-28,False
8055,The Reader,en,7.4,1740,18.397,"[18, 10749]",2008-12-10,False
504608,Rocketman,en,7.4,2083,32.845,"[18, 10402]",2019-05-22,False
466282,To All the Boys I've Loved Before,en,7.4,262,52.679,"[35, 10749]",2020-03-01,False
377263,Frantz,fr,7.4,428,8.362,"[18, 36, 10749]",2016-09-07,False
94329,The Raid,id,7.4,1900,21.349,"[28, 80, 53]",2012-03-22,False
2798,Oscar,fr,7.4,271,10.131,[35],1967-10-10,False
271674,Suite Française,en,7.4,782,12.232,"[18, 10749, 10752]",2014-11-05,False
106,Predator,en,7.4,4384,36.456,"[28, 12, 878, 53]",1987-06-12,False
381289,A Dog's Purpose,en,7.4,1896,21.667,"[12, 35, 18, 14, 10751]",2017-01-19,False
193756,Lone Survivor,en,7.4,2595,26.777,"[28, 18, 10752]",2013-12-24,False
14534,Rudy,en,7.4,334,6.19,"[18, 36]",1993-09-17,False
6114,Dracula,en,7.4,2795,20.419,"[10749, 27]",1992-11-13,False
1391,Y Tu Mamá También,es,7.4,725,15.973,"[18, 10749]",2001-06-08,False
395834,Wind River,en,7.4,2888,22.509,"[80, 18, 9648, 53]",2017-08-03,False
121642,Twice Born,it,7.4,318,9.257,"[18, 10749, 10752]",2012-09-13,False
9662,The Triplets of Belleville,fr,7.4,525,9.252,"[16, 35, 18]",2003-06-11,False
4584,Sense and Sensibility,en,7.4,848,19.166,"[18, 10749]",1995-12-13,False
457,Sissi,de,7.4,295,10.811,"[35, 18, 10749]",1955-12-22,False
239877,The Mafia Kills Only in Summer,it,7.4,822,7.607,"[35, 80, 18, 10749]",2013-11-28,False
10437,The Muppet Christmas Carol,en,7.4,517,11.944,"[10402, 35, 10751, 14, 18]",1992-12-10,False
9056,Police Story,cn,7.4,325,15.656,"[28, 80, 53]",1985-12-14,False
3766,The Lady from Shanghai,en,7.4,280,8.827,"[80, 18, 9648]",1947-12-24,False
19100,Those Happy Days,fr,7.4,604,7.627,"[35, 10751]",2006-06-28,False
10654,Hair,en,7.4,345,8.908,"[35, 18, 10402, 10749, 10752]",1979-03-14,False
2640,Heathers,en,7.4,933,12.885,"[35, 18, 53]",1989-03-31,False
196,Back to the Future Part III,en,7.4,6418,24.441,"[12, 35, 878]",1990-05-25,False
15999,Vampire Hunter D: Bloodlust,ja,7.4,212,11.204,"[28, 12, 16, 14, 27, 9648, 878]",2000-08-25,False
13932,Jack-Jack Attack,en,7.4,497,11.433,"[12, 16, 10751]",2005-03-15,False
3933,Corpse Bride,en,7.4,5177,23.565,"[10749, 14, 16]",2005-09-12,False
1813,The Devil's Advocate,en,7.4,3256,21.889,"[18, 9648, 53, 14, 27]",1997-10-17,False
376867,Moonlight,en,7.4,4702,18.748,[18],2016-10-21,False
290542,You're Not You,en,7.4,511,10.525,[18],2014-10-10,False
850,A Christmas Story,en,7.4,695,12.85,"[35, 10751]",1983-11-18,False
756,Fantasia,en,7.4,1791,16.962,"[16, 10751]",1940-11-13,False
492,Being John Malkovich,en,7.4,2485,17.907,"[35, 18, 14]",1999-10-29,False
140823,Saving Mr. Banks,en,7.4,2325,11.348,"[35, 18, 36]",2013-11-16,False
5503,The Fugitive,en,7.4,2438,23.303,"[12, 28, 53, 80, 9648]",1993-08-06,False
487670,The Death of Superman,en,7.4,348,14.02,"[16, 28, 18, 878]",2018-07-03,False
73624,The Man from the Future,pt,7.4,201,6.65,"[35, 14, 878]",2011-09-02,False
8810,Mad Max 2,en,7.4,2004,17.675,"[28, 12, 878, 53]",1981-12-24,False
315635,Spider-Man: Homecoming,en,7.4,13825,46.52,"[28, 12, 18, 878]",2017-07-05,False
64682,The Great Gatsby,en,7.4,8285,30.585,"[18, 10749]",2013-05-10,False
23550,His Secret Life,it,7.4,304,5.65,[18],2001-03-16,False
1669,The Hunt for Red October,en,7.4,1788,22.766,"[28, 12, 53]",1990-03-02,False
489925,Eighth Grade,en,7.4,763,14.173,"[35, 18]",2018-01-19,False
271110,Captain America: Civil War,en,7.4,15810,51.493,"[28, 12, 878]",2016-04-27,False
1594,A Shot in the Dark,en,7.4,245,10.466,"[35, 80, 9648]",1964-06-23,False
140607,Star Wars: The Force Awakens,en,7.4,14128,51.452,"[28, 12, 14, 878]",2015-12-15,False
1429,25th Hour,en,7.4,1367,11.418,"[80, 18]",2002-12-16,False
403450,At War for Love,it,7.4,345,6.972,"[35, 18, 10749, 10752]",2016-10-27,False
239571,The Best of Me,en,7.4,1788,14.215,"[18, 10749]",2014-10-16,False
1368,First Blood,en,7.4,3424,31.572,"[28, 12, 53, 10752]",1982-10-22,False
49020,Submarine,en,7.4,892,11.592,"[35, 18, 10749]",2011-03-18,False
1678,Godzilla,ja,7.4,406,13.326,"[53, 27, 878]",1954-11-03,False
339380,On the Basis of Sex,en,7.4,474,14.87,"[18, 36]",2018-12-25,False
284054,Black Panther,en,7.4,14720,41.724,"[28, 12, 14, 878]",2018-02-13,False
30197,The Producers,en,7.4,372,10.177,[35],1967-11-22,False
242,The Godfather: Part III,en,7.4,3487,27.012,"[80, 18, 53]",1990-12-24,False
132363,The Butler,en,7.4,2067,12.169,[18],2013-08-16,False
10234,Funny Games,de,7.4,927,10.706,"[18, 27, 53]",1997-05-14,False
2899,Asterix & Obelix: Mission Cleopatra,fr,7.4,2085,20.005,"[12, 35, 14, 10751]",2002-01-29,False
500664,Upgrade,en,7.4,1882,23.275,"[28, 27, 878, 53]",2018-06-01,False
22538,Scott Pilgrim vs. the World,en,7.4,4546,22.517,"[28, 35, 10402, 10749]",2010-08-12,False
427,Mon Oncle,fr,7.4,231,8.55,[35],1958-05-10,False
161,Ocean's Eleven,en,7.4,7610,28.743,"[80, 53]",2001-12-07,False
39107,Dragon Ball Z: Fusion Reborn,ja,7.4,393,16.09,"[28, 16]",1995-03-04,False
34653,A Single Man,en,7.4,981,14.375,"[18, 10749]",2009-10-19,False
459,Sissi: The Fateful Years of an Empress,de,7.4,222,12.527,"[18, 36, 10749]",1957-12-18,False
37775,"Bianco, rosso e Verdone",en,7.4,421,7.872,[35],1981-02-20,False
33701,French Fried Vacation 2,fr,7.4,756,12.186,[35],1979-11-22,False
266,Contempt,fr,7.4,363,10.734,[18],1963-10-29,False
75656,Now You See Me,en,7.4,11135,25.232,"[53, 80]",2013-05-29,False
304357,Woman in Gold,en,7.4,884,12.304,[18],2015-03-20,False
840,Close Encounters of the Third Kind,en,7.4,2437,31.981,"[878, 18]",1977-11-16,False
176,Saw,en,7.4,5567,29.894,"[80, 27, 9648]",2004-10-01,False
342737,20th Century Women,en,7.4,643,14.014,[18],2016-12-28,False
34647,Enter the Void,en,7.4,970,12.449,"[14, 18]",2009-06-17,False
307081,Southpaw,en,7.4,3843,30.865,"[28, 18]",2015-03-24,False
37135,Tarzan,en,7.4,4311,24.203,"[12, 16, 18, 10751]",1999-06-18,False
11943,Jeremiah Johnson,en,7.4,290,9.702,"[12, 37]",1972-09-10,False
658,Goldfinger,en,7.4,2034,30.943,"[28, 12, 53]",1964-09-20,False
88273,A Royal Affair,da,7.4,537,8.921,"[18, 36, 10749]",2012-03-29,False
82695,Les Misérables,en,7.4,3731,23.519,"[18, 36]",2012-12-18,False
249164,If I Stay,en,7.4,3108,21.584,[18],2014-08-21,False
121986,Frances Ha,en,7.4,780,11.869,"[35, 18]",2013-05-17,False
41201,The Illusionist,fr,7.4,325,8.157,"[16, 18]",2010-02-16,False
2639,Deconstructing Harry,en,7.4,423,10.704,"[35, 18]",1997-12-12,False
2503,The Bourne Ultimatum,en,7.4,5038,27.796,"[28, 18, 9648, 53]",2007-08-03,False
284052,Doctor Strange,en,7.4,14583,41.341,"[28, 12, 14, 878]",2016-10-25,False
152780,The Past,fr,7.4,297,9.511,"[18, 9648]",2013-05-17,False
37472,Ip Man 2,cn,7.4,1251,4.216,"[28, 18, 36]",2010-04-21,False
590,The Hours,en,7.4,1021,13.257,[18],2002-12-27,False
25866,The Sucker,fr,7.4,331,9.855,"[35, 80]",1965-03-24,False
7862,The Counterfeiters,de,7.4,280,7.553,"[18, 10752]",2007-02-09,False
259316,Fantastic Beasts and Where to Find Them,en,7.4,13639,44.018,"[12, 14, 10751]",2016-11-16,False
39324,Dragon Ball Z: The History of Trunks,ja,7.4,228,10.585,"[28, 16, 18, 878]",1993-02-24,False
11644,Blow Out,en,7.4,618,8.339,[53],1981-07-24,False
12140,Ghost in the Shell 2: Innocence,ja,7.4,441,12.281,"[16, 18, 878]",2004-03-06,False
11713,Fist of Fury,zh,7.4,435,18.96,"[18, 28, 53]",1972-03-22,False
10518,Marathon Man,en,7.4,510,8.416,"[18, 53]",1976-10-08,False
250538,The Good Lie,en,7.4,318,8.122,[18],2014-06-27,False
2666,Dark City,en,7.4,1578,18.956,"[9648, 878]",1998-02-27,False
892,Delicatessen,fr,7.4,717,14.514,"[35, 14, 878]",1991-04-17,False
801,"Good Morning, Vietnam",en,7.4,1450,15.258,"[35, 18, 10752]",1987-12-23,False
312221,Creed,en,7.4,4628,21.773,[18],2015-11-25,False
17654,District 9,en,7.4,6170,23.301,[878],2009-08-05,False
853,Enemy at the Gates,en,7.4,2026,22.099,"[28, 18, 36, 10749, 10752]",2001-03-14,False
38142,5 Centimeters per Second,ja,7.4,1020,13.87,"[16, 18, 10749]",2007-03-03,False
15165,Barbie as The Princess & the Pauper,en,7.4,742,24.483,"[16, 35, 10751]",2004-09-28,False
6037,Murder by Death,en,7.4,399,11.427,"[35, 80, 9648, 53]",1976-06-23,False
15152,"OSS 117: Cairo, Nest of Spies",fr,7.4,932,10.554,"[28, 12, 35, 80]",2006-04-19,False
2252,Eastern Promises,en,7.4,1850,18.759,"[80, 9648, 53]",2007-09-14,False
318121,The Fundamentals of Caring,en,7.4,1402,9.174,"[35, 18]",2016-06-16,False
21484,Possession,fr,7.4,386,15.152,[27],1981-05-27,False
9361,The Last of the Mohicans,en,7.4,1676,21.321,"[28, 12, 18, 36, 10749, 10752]",1992-09-25,False
5506,The Ladykillers,en,7.4,217,8.562,"[35, 80]",1955-12-08,False
152603,Only Lovers Left Alive,en,7.3,1275,14.762,"[18, 10749]",2013-12-12,False
9267,And Now for Something Completely Different,en,7.3,281,9.334,[35],1971-09-28,False
1359,American Psycho,en,7.3,5256,26.861,"[53, 18, 80, 27]",2000-04-13,False
1088,Whale Rider,en,7.3,201,7.577,"[18, 10751]",2003-01-30,False
197082,Venus in Fur,fr,7.3,413,8.252,[18],2013-05-28,False
7249,Futurama: Bender's Big Score,en,7.3,375,8.418,"[16, 35, 878]",2007-11-27,False
1923,Twin Peaks: Fire Walk with Me,en,7.3,1021,17.025,"[18, 9648]",1992-06-03,False
64956,Inception: The Cobol Job,en,7.3,242,6.308,"[28, 16, 878, 53]",2010-12-07,False
116,Match Point,en,7.3,2578,16.799,"[80, 18, 53, 10749]",2005-10-26,False
420814,Christopher Robin,en,7.3,1732,16.085,"[12, 35, 14, 10751]",2018-08-02,False
121875,In the House,fr,7.3,483,9.196,"[35, 18, 9648, 53]",2012-09-26,False
11663,The Commitments,en,7.3,265,8.056,"[35, 18, 10402]",1991-08-14,False
11499,Frost/Nixon,en,7.3,680,9.365,"[18, 36]",2008-10-15,False
760,The Mad Adventures of Rabbi Jacob,fr,7.3,560,15.461,[35],1973-10-17,False
88,Dirty Dancing,en,7.3,3710,26.555,"[18, 10402, 10749]",1987-08-21,False
45317,The Fighter,en,7.3,2715,17.889,[18],2010-12-17,False
12207,The Legend of Drunken Master,cn,7.3,452,21.518,"[28, 35]",1994-02-03,False
10139,Milk,en,7.3,1323,11.801,"[36, 18]",2008-11-05,False
318781,Colonia,en,7.3,1247,10.433,"[18, 10749, 53, 36]",2016-02-12,False
54138,Star Trek Into Darkness,en,7.3,6764,23.373,"[28, 12, 878]",2013-05-05,False
16633,Somewhere in Time,en,7.3,232,8.905,"[18, 14, 10749]",1980-10-02,False
8424,Love Me If You Dare,fr,7.3,1256,9.192,"[35, 18, 10749]",2003-09-17,False
306745,Freeheld,en,7.3,408,10.017,"[18, 10749]",2015-10-02,False
70670,Headhunters,no,7.3,701,13.632,"[28, 80, 53]",2011-08-04,False
10024,My Sister's Keeper,en,7.3,1341,13.192,[18],2009-06-26,False
606954,Odio l'estate,it,7.3,200,9.31,[35],2020-01-30,False
179150,Reality,fr,7.3,255,7.533,[35],2014-08-28,False
87827,Life of Pi,en,7.3,9667,26.356,"[12, 18, 28]",2012-11-20,False
13382,Rudolph the Red-Nosed Reindeer,en,7.3,287,11.058,"[16, 10751, 10770]",1964-12-06,False
4147,Road to Perdition,en,7.3,2127,12.077,"[80, 18, 53]",2002-07-12,False
1791,The Piano Teacher,fr,7.3,496,13.978,"[18, 10749]",2001-07-21,False
340,Everything is Illuminated,en,7.3,454,7.441,"[35, 18]",2005-09-16,False
498248,Mia and the White Lion,fr,7.3,433,15.827,"[12, 10751]",2018-12-26,False
417320,Descendants 2,en,7.3,966,18.067,"[12, 10402, 10751, 10770]",2017-07-21,False
407448,Detroit,en,7.3,979,11.945,"[80, 18, 36, 53]",2017-07-28,False
399404,Darkest Hour,en,7.3,3242,24.513,"[18, 36]",2017-11-22,False
21191,Sin Nombre,es,7.3,248,6.477,"[28, 80, 18, 53]",2009-03-20,False
13368,White Christmas,en,7.3,261,9.84,"[35, 10402, 10749]",1954-10-14,False
17809,Fist of Legend,zh,7.3,226,11.505,[28],1994-12-22,False
1544,Imagine Me & You,en,7.3,487,11.536,"[35, 18, 10749]",2005-02-01,False
353081,Mission: Impossible - Fallout,en,7.3,4838,38.79,"[28, 12]",2018-07-13,False
46838,Tucker and Dale vs. Evil,en,7.3,1663,13.545,"[35, 27]",2010-01-22,False
10669,Deliverance,en,7.3,846,11.144,"[12, 18, 53]",1972-07-30,False
246,Zatoichi,ja,7.3,441,12.031,"[12, 18, 28]",2003-09-06,False
392982,Marshall,en,7.3,303,11.171,[18],2017-10-13,False
13933,One Man Band,en,7.3,291,7.574,"[16, 10751]",2005-06-21,False
11450,Quiz Show,en,7.3,491,9.484,"[18, 36]",1994-08-25,False
483980,Z-O-M-B-I-E-S,en,7.3,232,14.173,"[35, 14, 10402, 10749, 10770]",2018-02-16,False
327331,The Dirt,en,7.3,527,12.14,"[18, 36, 10402]",2019-03-22,False
65218,Lemonade Mouth,en,7.3,621,8.362,"[35, 18]",2011-04-15,False
114,Pretty Woman,en,7.3,4520,31.137,"[10749, 35]",1990-03-23,False
76543,Tyrannosaur,en,7.3,251,5.699,"[18, 10749]",2011-10-07,False
13041,El Topo,es,7.3,283,8.118,"[28, 12, 18, 37]",1970-12-18,False
10795,Tell No One,fr,7.3,777,10.297,"[18, 53, 80, 9648]",2006-11-01,False
8681,Taken,en,7.3,7620,27.925,"[28, 53]",2008-02-18,False
794,The Omen,en,7.3,1010,20.524,"[27, 53]",1976-06-06,False
453278,The Rider,en,7.3,212,10.591,"[18, 37]",2018-03-21,False
329819,Standing Tall,fr,7.3,327,6.202,[18],2015-05-13,False
11772,The Haunting,en,7.3,292,10.44,[27],1963-08-21,False
515916,Girl,nl,7.3,350,7.105,[18],2018-09-27,False
10149,Smoke,en,7.3,235,7.644,"[35, 18]",1995-06-09,False
9539,Martyrs,fr,7.3,1336,19.199,"[18, 27, 53]",2008-09-03,False
11963,Three Days of the Condor,en,7.3,545,12.659,[53],1975-09-24,False
134,"O Brother, Where Art Thou?",en,7.3,2316,17.29,"[28, 12, 35]",2000-08-30,False
51241,Heartbeats,fr,7.3,620,8.983,"[18, 10749]",2010-05-16,False
4816,Ghost Dog: The Way of the Samurai,en,7.3,637,8.941,"[80, 18]",1999-06-02,False
177,The Fisher King,en,7.3,741,9.9,"[35, 18]",1991-09-09,False
4771,Gone Baby Gone,en,7.3,2241,15.911,"[80, 18, 9648]",2007-09-18,False
462,Erin Brockovich,en,7.3,1770,19.554,[18],2000-03-17,False
146,"Crouching Tiger, Hidden Dragon",zh,7.3,1861,27.333,"[12, 18, 28, 10749]",2000-07-06,False
7979,The Kite Runner,en,7.3,777,10.003,[18],2007-10-04,False
1254,"Don't Worry, I'm Fine",fr,7.3,381,9.588,[18],2006-09-06,False
10144,The Little Mermaid,en,7.3,4959,33.185,"[16, 10751, 14]",1989-11-17,False
506,Marnie,en,7.3,539,13.168,"[9648, 53]",1964-07-09,False
470,21 Grams,en,7.3,1853,15.591,"[80, 18, 53]",2003-09-06,False
273481,Sicario,en,7.3,5127,27.95,"[28, 80, 53]",2015-09-17,False
9299,Thesis,es,7.3,360,7.301,"[27, 53]",1996-04-11,False
104,Run Lola Run,de,7.3,1247,15.865,"[28, 18, 53]",1998-08-20,False
184,Jackie Brown,en,7.3,3771,21.156,"[80, 53, 18]",1997-12-25,False
11072,Blazing Saddles,en,7.3,1069,18.144,"[37, 35]",1974-02-07,False
26617,Five Easy Pieces,en,7.3,237,8.668,[18],1970-09-12,False
15080,Only Yesterday,ja,7.3,428,16.606,"[16, 18, 10749]",1991-07-20,False
13008,An American Crime,en,7.3,343,9.336,"[80, 18]",2007-07-27,False
764,The Evil Dead,en,7.3,2017,19.278,[27],1981-09-10,False
519035,Nappily Ever After,en,7.3,629,9.772,"[35, 10749]",2018-09-21,False
9589,Christiane F.,de,7.3,709,13.018,[18],1981-04-01,False
245168,Suffragette,en,7.3,1134,8.326,"[18, 36]",2015-10-16,False
90369,Now Is Good,en,7.3,731,11.748,"[18, 10749]",2012-05-25,False
12481,The Big Boss,zh,7.3,337,18.068,[28],1971-10-02,False
9918,Glory Road,en,7.3,356,9.234,"[18, 36]",2006-01-13,False
859,Dangerous Liaisons,en,7.3,622,8.812,"[18, 10749]",1988-12-16,False
16520,The King and I,en,7.3,212,11.52,"[12, 18, 10402, 10749]",1956-06-29,False
436343,On Body and Soul,hu,7.3,278,10.071,"[18, 10749]",2017-03-02,False
114150,Pitch Perfect,en,7.3,4752,23.241,"[35, 10402, 10749]",2012-09-28,False
37094,Falling Down,en,7.3,1914,15.533,"[80, 18, 53]",1993-02-26,False
2759,"The Adventures of Priscilla, Queen of the Desert",en,7.3,402,10.681,"[18, 35]",1994-05-31,False
431580,Abominable,en,7.3,713,35.016,"[12, 16, 35, 10751]",2019-09-19,False
111969,Stuck in Love,en,7.3,1274,11.876,"[35, 18]",2012-09-09,False
65754,The Girl with the Dragon Tattoo,en,7.3,4478,25.759,"[53, 80, 9648, 18]",2011-12-14,False
10474,The Basketball Diaries,en,7.3,1052,19.858,"[18, 80]",1995-04-21,False
44716,In a Better World,da,7.3,222,10.597,[18],2010-08-26,False
11101,Stalingrad,de,7.3,244,12.516,"[18, 36, 10752]",1993-01-21,False
922,Dead Man,en,7.3,822,13.156,"[18, 14, 37]",1995-12-23,False
814,An American Werewolf in London,en,7.3,1186,13.822,"[35, 27]",1981-08-21,False
16563,Seven Brides for Seven Brothers,en,7.3,299,9.963,"[35, 18, 37, 10402]",1954-07-22,False
830,Forbidden Planet,en,7.3,472,24.989,[878],1956-03-23,False
686,Contact,en,7.3,2533,21.41,"[18, 9648, 878]",1997-07-11,False
520736,Loro 2,it,7.3,277,6.564,[18],2018-05-10,False
375315,The Salesman,fa,7.3,480,9.953,"[18, 53]",2016-06-24,False
76589,Justice League: Doom,en,7.3,427,9.653,"[28, 16, 53]",2012-02-28,False
2841,A Very Long Engagement,fr,7.3,692,12.893,"[18, 10749, 10752]",2004-10-26,False
30497,The Texas Chain Saw Massacre,en,7.3,1509,17.672,[27],1974-10-01,False
22803,Law Abiding Citizen,en,7.3,3012,19.283,"[18, 80, 53]",2009-10-15,False
12762,Broadway Danny Rose,en,7.3,243,7.154,[35],1984-01-27,False
6619,Death in Venice,it,7.3,202,8.256,[18],1971-03-01,False
469,Stranger Than Paradise,en,7.3,235,7.576,"[35, 18]",1984-10-01,False
1640,Crash,en,7.3,2184,21.079,[18],2004-09-10,False
11673,Cyrano de Bergerac,fr,7.3,375,7.735,"[35, 18, 36, 10749]",1990-01-01,False
447332,A Quiet Place,en,7.3,7649,38.091,"[18, 27, 878]",2018-04-03,False
3176,Battle Royale,ja,7.3,2010,17.759,"[12, 18, 53]",2000-12-16,False
209274,Ida,pl,7.3,543,9.972,[18],2013-10-25,False
866,Finding Neverland,en,7.3,2568,15.543,[18],2004-10-17,False
13151,Scooby-Doo on Zombie Island,en,7.3,309,12.099,"[12, 16, 35, 14, 9648, 10751]",1998-09-22,False
628,Interview with the Vampire,en,7.3,3419,19.657,"[18, 14, 27]",1994-11-11,False
228203,"McFarland, USA",en,7.3,424,8.737,[18],2015-02-20,False
99861,Avengers: Age of Ultron,en,7.3,15448,42.839,"[28, 12, 878]",2015-04-22,False
23637,"Ciao, Professore!",it,7.3,249,6.921,[35],1992-10-01,False
9550,House of Flying Daggers,zh,7.3,870,17.737,"[28, 12, 18, 10749]",2004-05-19,False
855,Black Hawk Down,en,7.3,3391,26.087,"[28, 36, 10752]",2001-12-28,False
318846,The Big Short,en,7.3,5545,33.4,"[35, 18]",2015-12-11,False
77016,End of Watch,en,7.3,1997,16.079,"[80, 18, 53]",2012-09-20,False
8374,The Boondock Saints,en,7.3,1469,14.798,"[28, 53, 80]",1999-01-22,False
1895,Star Wars: Episode III - Revenge of the Sith,en,7.3,8779,34.236,"[28, 12, 878]",2005-05-17,False
176983,One Piece Film: Z,ja,7.3,206,11.905,"[28, 12, 16]",2012-12-15,False
20312,Interstate 60,en,7.3,321,11.646,"[12, 35, 14]",2002-04-13,False
695,Short Cuts,en,7.3,291,10.72,"[35, 18]",1993-09-05,False
25623,House,ja,7.3,242,10.77,"[35, 14, 27]",1977-08-26,False
10860,Steel Magnolias,en,7.3,344,10.584,"[35, 18, 10749]",1989-11-15,False
837,Videodrome,en,7.3,1097,11.463,"[27, 9648, 878]",1983-02-04,False
766,Army of Darkness,en,7.3,1727,17.682,"[35, 14, 27]",1992-10-09,False
18947,The Boat That Rocked,en,7.3,1388,14.08,"[35, 18]",2009-04-01,False
112198,What's in a Name,fr,7.3,1065,8.745,"[35, 18]",2012-04-25,False
5590,Donkey Skin,fr,7.3,229,7.742,"[35, 18, 14, 10402, 10749]",1970-12-20,False
205587,The Judge,en,7.3,2671,25.644,[18],2014-10-08,False
15196,Clue,en,7.3,787,12.779,"[35, 80, 9648, 53]",1985-12-13,False
6396,SLC Punk,en,7.3,200,7.699,"[35, 80, 18, 10402, 10749]",1998-09-24,False
2756,The Abyss,en,7.3,1581,22.768,"[28, 12, 878, 53]",1989-08-09,False
10440,Manhattan Murder Mystery,en,7.3,533,11.94,"[35, 9648]",1993-05-02,False
1725,West Side Story,en,7.3,1006,11.612,"[80, 18, 10749]",1961-12-13,False
56831,The Sunset Limited,en,7.3,234,8.616,"[18, 10770]",2011-02-12,False
1433,The Devil's Backbone,es,7.3,624,10.853,"[18, 14, 27, 53]",2001-04-20,False
403,Driving Miss Daisy,en,7.3,820,13.534,"[35, 18]",1989-12-13,False
119450,Dawn of the Planet of the Apes,en,7.3,7851,33.222,"[28, 18, 878, 53]",2014-06-26,False
350,The Devil Wears Prada,en,7.3,7673,38.678,"[35, 18, 10749]",2006-06-30,False
220289,Coherence,en,7.3,1462,17.577,"[878, 53]",2013-09-19,False
82690,Wreck-It Ralph,en,7.3,8759,30.863,"[12, 16, 35, 10751]",2012-11-01,False
21348,Kirikou and the Sorceress,fr,7.3,725,10.033,"[12, 16, 14, 10751]",1998-12-09,False
391713,Lady Bird,en,7.3,4900,31.938,"[35, 18]",2017-09-08,False
228194,The Hundred-Foot Journey,en,7.3,881,9.623,[18],2014-08-06,False
486947,The Guilty,da,7.3,652,13.427,"[18, 80, 53]",2018-06-14,False
180,Minority Report,en,7.3,5326,25.252,"[28, 53, 878, 9648]",2002-06-20,False
58857,13 Assassins,ja,7.3,593,10.583,"[28, 12, 18]",2010-09-09,False
11051,The Last Temptation of Christ,en,7.3,521,12.042,[18],1988-08-12,False
191714,The Lunchbox,hi,7.3,386,5.859,"[18, 10749]",2013-09-20,False
80278,The Impossible,en,7.3,4154,21.618,"[53, 18]",2012-09-09,False
420809,Maleficent: Mistress of Evil,en,7.3,2456,59.652,"[12, 14, 10751]",2019-10-16,False
403431,Brigsby Bear,en,7.3,219,9.163,"[35, 18]",2017-07-27,False
381288,Split,en,7.3,12047,38.104,"[27, 53]",2016-09-26,False
