id,title,original_language,avg_vote,vote_count,popularity,genres,release_date,adult
62630,The Devil's Double,en,6.7,331,9.917,"[28, 80, 18, 53, 10752]",2011-02-11,False
13062,Boundin',en,6.7,313,9.952,"[10402, 16, 10751]",2003-11-04,False
9659,Mad Max,en,6.7,2503,21.811,"[12, 28, 53, 878]",1979-04-12,False
4523,Enchanted,en,6.7,3664,16.958,"[35, 14, 10749, 10751]",2007-11-20,False
9062,Love Story,en,6.7,335,7.744,"[18, 10749]",1970-12-16,False
446894,Smallfoot,en,6.7,854,19.473,"[16, 10751, 12, 14]",2018-09-20,False
7453,The Hitchhiker's Guide to the Galaxy,en,6.7,2642,21.43,"[12, 35, 10751, 878]",2005-04-28,False
493551,Operation Finale,en,6.7,406,9.373,"[18, 36, 53]",2018-08-29,False
310131,The Witch,en,6.7,3671,22.445,"[27, 9648]",2015-11-11,False
9326,Romancing the Stone,en,6.7,974,16.18,"[28, 12, 35, 10749]",1984-03-30,False
9318,Asterix in Britain,fr,6.7,367,9.991,"[12, 16, 35, 10751]",1986-12-03,False
2001,We Own the Night,en,6.7,746,11.327,"[80, 18, 53]",2007-10-09,False
4547,Panic Room,en,6.7,2920,19.313,"[80, 18, 53]",2002-03-29,False
9871,Ginger Snaps,en,6.7,400,11.051,"[18, 27]",2000-08-01,False
9737,Bad Boys,en,6.7,3744,39.369,"[28, 35, 80, 53]",1995-04-07,False
532938,The Shiny Shrimps,fr,6.7,201,9.915,[35],2019-05-08,False
278236,X+Y,en,6.7,355,8.3,[18],2014-02-11,False
245775,Yves Saint Laurent,fr,6.7,527,7.391,[18],2014-01-08,False
13971,Wild Child,en,6.7,1190,10.797,"[35, 18, 10749]",2008-08-15,False
4587,Mermaids,en,6.7,265,9.782,"[35, 18, 10749]",1990-12-14,False
399170,Logan Lucky,en,6.7,2025,23.46,"[28, 35, 80, 18]",2017-08-17,False
10316,The Ides of March,en,6.7,1580,12.792,[18],2011-09-24,False
9362,Tremors,en,6.7,1835,15.592,"[28, 27]",1990-01-19,False
232672,Blended,en,6.7,1946,19.506,[35],2014-05-21,False
160139,Night Train to Lisbon,en,6.7,242,8.765,"[9648, 53, 10749]",2013-03-07,False
8696,Calendar Girls,en,6.7,206,9.542,"[18, 35]",2003-09-02,False
5994,The Family Man,en,6.7,1108,14.816,"[35, 18, 10749, 14]",2000-12-12,False
41402,Let Me In,en,6.7,1210,12.259,"[18, 27, 9648]",2010-10-01,False
38199,Unthinkable,en,6.7,700,11.456,"[18, 53]",2010-06-14,False
14635,The Rookie,en,6.7,213,11.594,"[18, 10751]",2002-03-25,False
10115,Stick It,en,6.7,340,9.491,"[35, 18]",2006-04-21,False
2163,Breakdown,en,6.7,415,8.639,"[18, 28, 53]",1997-05-02,False
298,Ocean's Thirteen,en,6.7,4067,17.916,"[80, 53]",2007-06-06,False
515195,Yesterday,en,6.7,1575,26.47,"[35, 14, 10402, 10749]",2019-06-27,False
14011,Justice League: The New Frontier,en,6.7,240,11.569,"[28, 12, 16, 878, 10751]",2008-02-26,False
12150,Sea of Love,en,6.7,303,11.194,"[18, 80, 9648, 10749, 53]",1989-09-15,False
10264,Hamlet,en,6.7,234,9.304,"[18, 36]",1990-12-19,False
212716,What If,en,6.7,1337,11.335,"[18, 35, 10749]",2013-09-07,False
9839,Beyond Borders,en,6.7,249,11.408,"[18, 10749, 12, 10752]",2003-10-23,False
8976,A Lot Like Love,en,6.7,783,13.033,"[35, 18]",2005-04-22,False
435126,Perfect Strangers,es,6.7,406,9.244,"[18, 35]",2017-12-01,False
328425,The Gift,en,6.7,2047,18.448,"[53, 9648, 18]",2015-07-30,False
19548,The Restaurant,fr,6.7,253,10.956,[35],1966-09-09,False
11183,French Fried Vacation,fr,6.7,553,10.487,[35],1978-11-01,False
768,From Hell,en,6.7,1680,14.733,"[27, 9648, 53]",2001-10-19,False
39103,Dragon Ball Z: The Return of Cooler,ja,6.7,295,15.283,"[28, 16]",1992-03-07,False
15167,Barbie in the Nutcracker,en,6.7,645,16.149,"[16, 10751]",2001-09-30,False
11009,Saturday Night Fever,en,6.7,992,11.123,"[35, 18, 10402]",1977-12-16,False
9058,Only You,en,6.7,240,11.273,"[35, 10749]",1994-09-17,False
9707,Bubba Ho-tep,en,6.7,330,7.192,"[35, 14, 27, 9648, 53]",2002-06-09,False
50837,Martha Marcy May Marlene,en,6.7,448,10.998,"[18, 53]",2011-10-21,False
36819,Time Bandits,en,6.7,501,10.542,"[12, 35, 14, 878, 10751]",1981-07-13,False
11592,Serial Mom,en,6.7,321,6.184,"[35, 80]",1994-04-13,False
2179,Tenacious D in The Pick of Destiny,en,6.7,939,13.649,"[35, 10402]",2006-11-22,False
1439,Anna and the King,en,6.7,434,12.273,"[18, 36, 10749]",1999-12-16,False
236737,Spanish Affair,es,6.7,403,8.483,"[35, 10749]",2014-03-14,False
11515,Goya's Ghosts,en,6.7,263,10.392,[18],2006-11-08,False
3989,Team America: World Police,en,6.7,1148,15.944,"[28, 12, 35]",2004-10-10,False
227973,The Peanuts Movie,en,6.7,1010,17.702,"[12, 16, 35, 10751]",2015-11-01,False
38050,The Adjustment Bureau,en,6.7,2965,20.122,"[878, 53, 10749]",2011-03-03,False
17379,Last Holiday,en,6.7,320,10.774,"[12, 35, 18]",2006-01-13,False
17332,The Soloist,en,6.7,478,12.293,"[18, 10402]",2009-04-24,False
13179,Tinker Bell,en,6.7,837,16.709,"[12, 16, 14, 10751]",2008-10-27,False
795,City of Angels,en,6.7,1203,19.828,"[18, 14, 10749]",1998-04-10,False
248774,Obvious Child,en,6.7,284,8.445,"[35, 10749]",2014-06-06,False
11880,Dog Soldiers,en,6.7,424,10.926,"[28, 27, 53]",2002-05-10,False
11134,Police Story 3: Super Cop,cn,6.7,218,14.475,"[28, 80, 53]",1992-07-04,False
10873,Shadow of the Vampire,en,6.7,298,7.191,"[18, 27]",2000-05-15,False
9031,I'm for the Hippopotamus,it,6.7,278,13.233,"[28, 12, 35]",1979-11-30,False
1701,Con Air,en,6.7,2457,22.174,"[28, 53, 80]",1997-06-01,False
177699,Alan Partridge: Alpha Papa,en,6.7,278,7.97,"[28, 35, 80]",2013-07-24,False
82703,Mr. Peabody & Sherman,en,6.7,1554,16.031,"[12, 16, 10751]",2014-02-07,False
71689,Phineas and Ferb the Movie: Across the 2nd Dimension,en,6.7,274,9.336,"[16, 35, 10751, 10770]",2011-08-05,False
41216,Legend of the Guardians: The Owls of Ga'Hoole,en,6.7,1432,19.622,"[16, 12, 10751, 14]",2010-07-10,False
250124,The Diary of a Teenage Girl,en,6.7,517,10.648,"[18, 10749]",2015-08-07,False
1871,Fantomas,fr,6.7,385,11.519,"[12, 35, 80, 14]",1964-11-04,False
555850,The Holiday Calendar,en,6.7,724,10.755,"[10749, 35, 10751]",2018-11-02,False
511322,The Good Liar,en,6.7,286,21.099,"[80, 18, 9648]",2019-11-08,False
10347,Dobermann,fr,6.7,257,8.477,"[28, 80]",1997-06-18,False
8649,Bringing Out the Dead,en,6.7,494,13.039,[18],1999-10-22,False
492452,Ben Is Back,en,6.7,503,9.168,[18],2018-12-05,False
3525,Working Girl,en,6.7,506,10.825,"[35, 10749]",1988-12-20,False
469274,City Hunter,fr,6.7,458,10.355,"[12, 35]",2018-12-15,False
87492,Foxcatcher,en,6.7,1590,15.147,"[18, 53]",2014-05-19,False
33542,Rumble in the Bronx,cn,6.7,498,13.636,"[28, 35, 80, 53]",1995-01-30,False
9558,King of New York,en,6.7,263,9.854,"[80, 53]",1990-07-18,False
591,The Da Vinci Code,en,6.7,5983,30.399,"[9648, 53]",2006-05-17,False
310,Bruce Almighty,en,6.7,7279,38.814,"[35, 14]",2003-05-23,False
11497,All Dogs Go to Heaven,en,6.7,600,12.657,"[18, 16, 10751, 35, 14]",1989-11-17,False
11208,Wicker Park,en,6.7,332,13.992,"[18, 9648, 53, 10749]",2004-09-03,False
539892,Freaks,en,6.7,256,29.277,"[18, 878, 53]",2019-09-13,False
24752,Dragon Ball Z: Cooler's Revenge,ja,6.7,308,17.334,"[28, 16, 12]",1991-07-20,False
12651,Memphis Belle,en,6.7,200,8.734,"[28, 18, 10752]",1990-09-07,False
39514,RED,en,6.7,4613,30.063,"[28, 12, 35, 80, 53]",2010-10-13,False
1875,Fantomas vs. Scotland Yard,fr,6.7,266,10.638,"[12, 35, 80, 14]",1967-03-16,False
660,Thunderball,en,6.7,1195,24.847,"[12, 28, 53]",1965-12-11,False
337674,Elle,fr,6.7,1159,12.466,"[18, 53]",2016-05-25,False
9374,Death Becomes Her,en,6.7,1416,14.747,"[35, 14, 27]",1992-07-30,False
9319,The Last Boy Scout,en,6.7,977,18.993,"[28, 53]",1991-12-11,False
458534,Rolling to You,fr,6.7,492,13.76,"[35, 10749]",2018-03-14,False
9357,One Hour Photo,en,6.7,932,11.598,"[27, 53]",2002-08-21,False
200505,Draft Day,en,6.7,545,10.009,[18],2014-04-11,False
46146,Troll Hunter,nb,6.7,905,11.066,"[14, 27]",2010-10-29,False
11838,Ju-on: The Grudge,ja,6.7,372,8.726,[27],2002-10-18,False
411638,The Fury of a Patient Man,es,6.7,270,7.84,[53],2016-09-09,False
332340,Man Up,en,6.7,601,7.434,"[35, 10749]",2015-05-29,False
294254,Maze Runner: The Scorch Trials,en,6.7,7089,30.543,"[28, 878, 53]",2015-09-09,False
310135,Turbo Kid,en,6.6,426,7.653,"[28, 12, 35, 878]",2015-08-14,False
11601,Stir of Echoes,en,6.6,675,9.718,[27],1999-09-10,False
8967,The Tree of Life,en,6.6,2006,13.923,"[18, 14]",2011-05-18,False
8536,Superman II,en,6.6,1323,14.455,"[28, 12, 878]",1980-12-04,False
245,About a Boy,en,6.6,1434,17.578,"[35, 18, 10749]",2002-04-26,False
26171,Everybody's Fine,en,6.6,588,12.211,[18],2009-12-04,False
321751,A Perfect Day,en,6.6,380,8.838,"[35, 18, 10752]",2015-08-28,False
24803,Julie & Julia,en,6.7,1326,13.234,"[18, 10749]",2009-08-06,False
49517,Tinker Tailor Soldier Spy,en,6.6,1599,16.048,"[18, 53, 9648]",2011-09-16,False
13851,Batman: Gotham Knight,en,6.6,323,9.776,"[16, 28, 12]",2008-07-03,False
7457,Alpha Dog,en,6.6,846,14.257,"[80, 18]",2006-01-27,False
5255,The Polar Express,en,6.6,3787,17.979,"[12, 16, 10751, 14]",2004-11-10,False
97,Tron,en,6.6,1263,18.873,"[28, 12, 878]",1982-07-09,False
10652,Hamburger Hill,en,6.6,211,9.885,"[28, 18, 10752]",1987-08-07,False
1921,Sweet November,en,6.6,729,17.139,"[18, 10749]",2001-02-16,False
17609,Antichrist,en,6.6,1493,19.82,"[18, 27, 53]",2009-05-18,False
280217,The Lego Movie 2: The Second Part,en,6.6,1028,20.33,"[28, 12, 16, 35, 14, 878, 10751]",2019-01-26,False
11364,Regarding Henry,en,6.6,352,11.998,"[18, 10749]",1991-07-10,False
8669,Charlie Bartlett,en,6.6,413,7.963,"[35, 18]",2007-05-01,False
500682,The Highwaymen,en,6.6,985,16.185,"[80, 18, 53]",2019-03-15,False
956,Mission: Impossible III,en,6.6,4119,31.597,"[28, 12, 53]",2006-05-03,False
316152,Free State of Jones,en,6.6,913,14.383,"[28, 18, 36, 10752]",2016-06-24,False
25475,Tinker Bell and the Lost Treasure,en,6.6,577,19.774,"[12, 16, 14, 10751]",2009-09-03,False
796,Cruel Intentions,en,6.6,1791,12.987,"[18, 10749]",1999-03-05,False
450322,The Man Who Invented Christmas,en,6.6,420,8.872,"[18, 36, 35]",2017-10-12,False
84355,Your Sister's Sister,en,6.6,204,7.783,"[35, 18]",2011-09-11,False
50544,Friends with Benefits,en,6.6,5407,23.71,"[35, 10749]",2011-07-21,False
46420,The Loved Ones,en,6.6,408,8.397,[27],2009-09-13,False
13291,Traitor,en,6.6,375,11.024,"[18, 28, 53, 80]",2008-08-23,False
8355,Ice Age: Dawn of the Dinosaurs,en,6.6,5304,24.607,"[12, 16, 35, 10751]",2009-06-29,False
521777,Good Boys,en,6.6,767,25.193,[35],2019-08-14,False
335983,Venom,en,6.6,8366,38.82,"[28, 878]",2018-09-28,False
17445,Green Lantern: First Flight,en,6.6,200,11.71,"[28, 16, 878]",2009-07-28,False
8872,Wayne's World,en,6.6,1350,14.534,"[10402, 35]",1992-02-14,False
245916,Kill the Messenger,en,6.6,561,9.722,"[80, 18, 9648, 53]",2014-10-09,False
205775,In the Heart of the Sea,en,6.6,2525,23.448,"[28, 12, 18, 36, 53]",2015-11-20,False
10803,Logan's Run,en,6.6,476,11.466,"[28, 878]",1976-06-23,False
9740,Hannibal,en,6.6,2701,5.151,"[80, 18, 27, 53]",2001-02-08,False
9560,A Walk in the Clouds,en,6.6,379,11.699,"[18, 10749]",1995-08-11,False
1948,Crank,en,6.6,2217,21.988,"[28, 53, 80]",2006-08-31,False
223485,Slow West,en,6.6,605,8.22,"[28, 18, 53, 37, 10749]",2015-04-16,False
9336,Police Academy,en,6.6,1423,18.044,"[35, 80]",1984-03-22,False
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,en,6.6,3002,16.997,[35],2006-11-01,False
428495,The Nile Hilton Incident,sv,6.6,204,6.16,"[18, 53]",2017-07-12,False
241842,Dead Snow 2: Red vs. Dead,no,6.6,360,10.36,"[28, 35, 27]",2014-02-12,False
10166,The Witches,en,6.6,528,11.099,"[12, 14, 27, 10751]",1990-05-25,False
9367,El Mariachi,es,6.6,529,9.973,"[28, 80, 53]",1992-09-04,False
10215,Sliding Doors,en,6.6,756,10.443,"[35, 18, 14, 10749]",1998-04-23,False
1364,Sex and Lucía,es,6.6,272,12.273,"[18, 10749]",2001-08-24,False
126963,Dragon Ball Z: Battle of Gods,ja,6.6,844,19.333,"[28, 16]",2013-03-30,False
92591,Bernie,en,6.6,568,7.486,"[35, 80, 18]",2012-04-27,False
70954,The Hunter,en,6.6,383,9.785,"[18, 53, 12]",2011-10-06,False
8271,Disturbia,en,6.6,2200,15.526,"[18, 9648, 53]",2007-04-12,False
3784,Frankie and Johnny,en,6.6,285,13.579,"[18, 10749]",1991-10-18,False
513576,Always Be My Maybe,en,6.6,710,15.167,"[35, 10749]",2019-05-31,False
170687,The Boxtrolls,en,6.6,1147,18.51,"[16, 35, 14, 10751]",2014-09-10,False
44896,Rango,en,6.6,3955,29.66,"[12, 16, 35, 37, 10751]",2011-03-02,False
13682,Pooh's Heffalump Movie,en,6.6,250,17.28,"[16, 35, 14, 10751]",2005-02-11,False
13448,Angels & Demons,en,6.6,4507,24.044,"[9648, 53]",2009-05-13,False
11322,Public Enemies,en,6.6,2680,22.005,"[80, 18, 36]",2009-07-01,False
10952,New Jack City,en,6.6,253,7.916,"[80, 18, 53]",1991-03-08,False
353070,Going in Style,en,6.6,1633,13.568,"[35, 80]",2017-04-06,False
36647,Blade,en,6.6,3607,27.073,"[28, 27]",1998-08-21,False
1597,Meet the Parents,en,6.6,3796,20.285,"[35, 10749]",2000-10-06,False
943,Lethal Weapon 3,en,6.6,1644,19.887,"[28, 12, 35, 80, 53]",1992-05-15,False
352161,The Clan,es,6.6,246,7.671,"[80, 18, 36, 53]",2015-08-13,False
136799,Trolls,en,6.6,2161,31.243,"[12, 16, 35, 14, 10402, 10751]",2016-10-13,False
86825,Stoker,en,6.6,1449,13.49,"[18, 27, 53]",2013-02-28,False
35052,Cracks,en,6.6,215,9.411,"[18, 9648, 53]",2009-12-04,False
11259,Far and Away,en,6.6,640,13.273,"[12, 18, 10749, 37]",1992-05-22,False
9726,A Good Year,en,6.6,864,11.019,"[35, 18, 10749]",2006-09-09,False
469056,A New Girl In Paris!,fr,6.6,217,8.601,[35],2018-07-04,False
76338,Thor: The Dark World,en,6.6,11624,41.87,"[28, 12, 14]",2013-10-29,False
41663,Fantozzi Against the Wind,it,6.6,315,5.782,[35],1980-11-20,False
787,Mr. & Mrs. Smith,en,6.6,6630,27.517,"[28, 35, 18, 53]",2005-06-07,False
284303,Goodnight Mommy,de,6.6,724,6.635,"[18, 27, 53]",2014-08-29,False
136403,Populaire,fr,6.6,361,5.987,"[35, 10749]",2012-11-27,False
83686,The Words,en,6.6,730,12.142,"[18, 53]",2012-09-07,False
10010,Brother Bear 2,en,6.6,880,17.634,"[12, 16, 10751]",2006-08-17,False
9689,Hollywood Ending,en,6.6,259,7.631,"[35, 18]",2002-05-03,False
1635,The Island,en,6.6,3471,26.203,"[28, 12, 878, 53]",2005-07-21,False
20539,The Crucible,en,6.6,275,9.058,"[18, 36]",1996-11-27,False
8328,Step Up 2: The Streets,en,6.6,1564,19.931,"[18, 10402, 10749]",2008-02-14,False
3635,Girl with a Pearl Earring,en,6.6,851,13.722,"[18, 10749]",2003-12-12,False
438799,Overlord,en,6.6,1501,20.932,"[27, 878, 10752]",2018-11-01,False
241239,A Most Violent Year,en,6.6,894,16.089,"[80, 18, 53]",2014-12-30,False
75802,Hysteria,en,6.6,530,8.395,"[35, 10749]",2011-06-06,False
8065,21,en,6.6,2849,15.221,"[18, 80]",2008-03-27,False
4169,Breach,en,6.6,315,9.613,"[80, 18, 36, 53]",2007-02-12,False
4108,The Transporter,en,6.6,3287,27.757,"[28, 80, 53]",2002-10-02,False
6072,One Eight Seven,en,6.6,302,10.479,"[18, 53]",1997-07-29,False
171274,Inherent Vice,en,6.6,1623,23.733,"[35, 80, 18, 9648, 10749]",2014-12-25,False
9087,The American President,en,6.6,381,12.607,"[35, 18, 10749]",1995-11-17,False
135397,Jurassic World,en,6.6,15327,43.54,"[28, 12, 878, 53]",2015-06-06,False
11655,Cronos,es,6.6,289,9.304,"[18, 27, 53]",1993-11-05,False
10464,"Corrina, Corrina",en,6.6,253,9.137,"[35, 18, 10749, 10751]",1994-08-12,False
4349,The Kingdom,en,6.6,916,16.566,"[53, 28, 18]",2007-08-22,False
472674,The Goldfinch,en,6.6,199,20.497,[18],2019-09-12,False
68727,Trance,en,6.6,1483,15.319,"[80, 18, 9648, 53]",2013-03-27,False
9919,How to Lose a Guy in 10 Days,en,6.6,2137,15.093,"[35, 10749]",2003-02-07,False
1487,Hellboy,en,6.6,4658,24.434,"[28, 14]",2004-04-02,False
253306,Housebound,en,6.6,566,9.042,"[35, 27, 53]",2014-09-04,False
157386,The Spectacular Now,en,6.6,2064,17.808,"[35, 18, 10749]",2013-08-02,False
129533,Barbie: The Princess & The Popstar,en,6.6,219,14.627,"[16, 10751]",2012-09-13,False
45610,Machine Gun Preacher,en,6.6,575,11.496,"[28, 80, 53]",2011-09-23,False
7443,Chicken Run,en,6.6,3010,25.585,"[16, 35, 10751]",2000-06-21,False
150,48 Hrs.,en,6.6,765,15.919,"[28, 35, 80, 18, 53]",1982-12-07,False
91586,Insidious: Chapter 2,en,6.6,2619,21.131,"[27, 53]",2013-09-12,False
10493,Dead Calm,en,6.6,365,11.468,"[27, 53]",1989-04-07,False
341012,Popstar: Never Stop Never Stopping,en,6.6,786,13.264,"[35, 10402]",2016-06-03,False
9655,She's the Man,en,6.6,1775,17.921,"[35, 18, 10749, 10751]",2006-03-17,False
6415,Three Kings,en,6.6,1223,17.935,"[28, 12, 35]",1999-09-27,False
2882,Hunting and Gathering,fr,6.6,255,7.005,"[18, 10749]",2007-02-10,False
636,THX 1138,en,6.6,484,10.318,"[18, 9648, 878]",1971-03-11,False
484247,A Simple Favor,en,6.6,2489,22.834,"[35, 80]",2018-08-29,False
152747,All Is Lost,en,6.6,1051,10.108,"[28, 12, 18]",2013-08-23,False
10045,District B13,fr,6.6,1077,12.602,"[28, 878, 53]",2004-11-09,False
44945,Trust,en,6.6,633,10.489,"[80, 18, 53]",2010-09-10,False
39104,Dragon Ball Z: Super Android 13!,ja,6.6,258,13.98,"[28, 16, 878]",1992-07-11,False
6312,Brotherhood of the Wolf,fr,6.6,816,15.663,"[28, 12, 36, 27]",2001-01-31,False
5780,Torn Curtain,en,6.6,271,7.775,[53],1966-07-13,False
511785,Alex Strangelove,en,6.6,1131,13.181,"[35, 18]",2018-04-16,False
433310,When We First Met,en,6.6,1659,12.049,"[35, 14, 10749]",2018-02-09,False
9869,Patriot Games,en,6.6,868,14.891,"[18, 28, 53, 80]",1992-06-04,False
2976,Hairspray,en,6.6,1754,28.305,"[35, 18, 10749]",2007-07-13,False
2925,The First Wives Club,en,6.6,411,11.07,[35],1996-09-20,False
575100,10 Days without Mamma,it,6.6,217,8.402,[35],2019-02-07,False
300693,Truth,en,6.6,304,8.941,[18],2015-10-16,False
11412,The Long Kiss Goodnight,en,6.6,626,13.56,"[80, 28, 9648, 53]",1996-10-11,False
11003,The Wedding Singer,en,6.6,1009,17.182,"[35, 10749]",1998-02-13,False
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,en,6.6,520,10.041,[35],1972-08-06,False
10909,Kalifornia,en,6.6,428,8.495,"[53, 80]",1993-09-01,False
10731,The Client,en,6.6,592,10.819,"[80, 18, 9648, 53]",1994-07-20,False
6575,Walk Hard: The Dewey Cox Story,en,6.6,382,12.393,"[35, 18, 10402]",2007-12-21,False
238636,The Purge: Anarchy,en,6.6,4327,38.741,"[27, 53]",2014-07-17,False
1887,Marie Antoinette,en,6.6,1604,15.889,"[18, 36]",2006-05-24,False
568091,Fractured,en,6.6,952,23.146,[53],2019-09-22,False
505948,I Am Mother,en,6.6,1244,15.253,[878],2019-06-07,False
12599,Pokémon: The Movie 2000,ja,6.6,481,12.55,"[12, 16, 14, 878, 10751]",1999-07-17,False
10741,Bobby,en,6.6,224,9.809,[18],2006-09-05,False
605,The Matrix Revolutions,en,6.6,5977,27.208,"[28, 12, 878, 53]",2003-11-03,False
21629,Stir Crazy,en,6.6,226,7.969,[35],1980-12-12,False
10510,Miracle on 34th Street,en,6.6,559,10.722,"[18, 14, 10751]",1994-11-18,False
8005,Robin Hood: Men in Tights,en,6.6,1208,19.409,[35],1993-07-28,False
523773,Little Italy,en,6.6,265,15.97,"[35, 10749]",2018-08-24,False
227700,Mindscape,en,6.6,376,8.909,"[18, 53]",2013-10-13,False
66,Absolute Power,en,6.6,512,11.551,[80],1997-02-14,False
87499,The East,en,6.6,496,8.806,"[18, 53]",2013-05-31,False
11135,The Rescuers Down Under,en,6.6,731,4.309,"[12, 16, 14, 10751]",1990-11-16,False
2924,Backdraft,en,6.6,750,15.609,"[80, 18, 53]",1991-05-24,False
15157,Another Cinderella Story,en,6.6,1166,18.563,"[35, 10402]",2008-09-16,False
9950,Find Me Guilty,en,6.6,265,9.436,"[80, 18]",2006-03-16,False
41211,Heartbreaker,fr,6.6,874,11.129,"[35, 10749]",2010-03-17,False
37933,Tales from Earthsea,ja,6.6,695,18.597,"[12, 16, 14, 878]",2006-07-29,False
10189,Pineapple Express,en,6.6,2311,15.739,"[28, 35]",2008-08-06,False
950,Ice Age: The Meltdown,en,6.6,6661,29.589,"[12, 16, 35, 10751]",2006-03-29,False
484641,Anna,fr,6.6,995,26.99,"[28, 53]",2019-06-19,False
396810,The Last Word,en,6.6,215,8.458,"[35, 18]",2017-03-03,False
1992,Planet Terror,en,6.6,2119,19.126,"[28, 27, 53]",2007-04-06,False
452,The Idiots,da,6.6,265,18.238,"[35, 18]",1998-04-28,False
8871,How the Grinch Stole Christmas,en,6.6,4253,25.028,"[35, 14, 10751]",2000-11-17,False
12113,Body of Lies,en,6.6,1770,22.739,"[28, 18, 53]",2008-10-10,False
10650,Sudden Impact,en,6.6,442,11.582,[80],1983-12-07,False
315872,Mia madre,it,6.6,223,7.152,[18],2015-04-16,False
5139,The Fox and the Child,fr,6.6,247,6.898,"[12, 10751]",2007-12-27,False
283350,Before We Go,en,6.6,1141,13.206,"[35, 18, 10749]",2014-09-11,False
25676,Rob-B-Hood,cn,6.6,235,9.198,"[28, 35, 18]",2006-09-28,False
2023,Hidalgo,en,6.6,646,17.256,"[37, 12, 28]",2004-02-04,False
239678,This Is Where I Leave You,en,6.6,793,10.906,"[18, 35]",2014-09-10,False
15762,Night of the Creeps,en,6.6,234,8.805,"[35, 27, 878]",1986-08-21,False
10072,A Nightmare on Elm Street 3: Dream Warriors,en,6.6,918,6.22,"[27, 53]",1987-02-27,False
8827,99 francs,fr,6.6,470,7.901,"[35, 18]",2007-09-26,False
440021,Happy Death Day,en,6.6,3992,17.191,"[27, 9648, 53]",2017-10-12,False
9410,Great Expectations,en,6.6,289,8.316,"[35, 18, 10749]",1998-01-19,False
577,To Die For,en,6.6,402,8.877,"[18, 35, 80]",1995-09-22,False
13090,Sunshine Cleaning,en,6.6,457,13.359,"[35, 18]",2008-01-18,False
10995,The Lover,fr,6.6,266,11.147,"[18, 10749]",1992-02-22,False
10586,The Ghost and the Darkness,en,6.6,477,11.104,[12],1996-10-11,False
1870,Fantomas Unleashed,fr,6.6,254,9.94,"[12, 35, 80, 14]",1965-12-07,False
381719,Peter Rabbit,en,6.6,857,28.71,"[12, 16, 10751]",2018-02-07,False
334524,Gold,en,6.6,1000,15.589,"[12, 18, 53]",2016-12-22,False
48138,Unknown,en,6.6,2379,19.118,"[28, 9648, 53]",2011-02-16,False
12160,Wyatt Earp,en,6.6,414,11.847,"[18, 28, 37, 12]",1994-06-24,False
10155,U Turn,en,6.6,360,13.563,[53],1997-10-03,False
3021,1408,en,6.6,2648,25.183,"[27, 53]",2007-06-22,False
435921,It’s the Law,it,6.6,562,6.784,[35],2017-01-19,False
9517,Bully,en,6.6,239,11.05,"[80, 18]",2001-09-28,False
309245,Mistress America,en,6.6,341,9.945,[35],2015-08-14,False
162215,How I Live Now,en,6.6,514,9.436,"[28, 18, 53, 10752]",2013-09-10,False
3595,Ransom,en,6.6,977,14.664,"[28, 53]",1996-11-08,False
535292,21 Bridges,en,6.6,504,28.296,"[28, 80, 18]",2019-10-24,False
46195,Rio,en,6.6,4238,22.839,"[12, 16, 35, 10751]",2011-04-03,False
11064,Brewster's Millions,en,6.6,301,11.721,[35],1985-05-22,False
10934,Under the Tuscan Sun,en,6.6,431,10.994,"[35, 10749]",2003-09-20,False
449443,Den of Thieves,en,6.6,1587,33.147,"[28, 80, 53]",2018-01-18,False
400136,Resident Evil: Vendetta,ja,6.6,461,15.256,"[28, 12, 16, 27, 9648, 878]",2017-05-27,False
27936,Micmacs,fr,6.6,315,7.825,"[28, 35, 80]",2009-10-28,False
12165,The Burning Plain,en,6.6,235,11.792,"[18, 10749]",2008-11-07,False
231576,Wish I Was Here,en,6.6,491,8.321,"[35, 18]",2014-01-18,False
64328,The Muppets,en,6.6,953,13.249,"[35, 10402, 10751]",2011-11-22,False
13676,The Little Mermaid: Ariel's Beginning,en,6.6,559,0.779,"[16, 10751]",2008-08-26,False
10719,Elf,en,6.6,2340,13.397,"[35, 10751, 14]",2003-10-09,False
10412,Romper Stomper,en,6.6,262,9.24,"[28, 18, 53]",1992-03-05,False
457136,Mary Queen of Scots,en,6.6,973,15.667,"[18, 36]",2018-12-07,False
407436,Mowgli: Legend of the Jungle,en,6.6,1720,18.438,"[12, 18]",2018-11-25,False
12184,The Other Boleyn Girl,en,6.6,1224,14.558,"[18, 10749]",2008-02-28,False
480001,The Art of Self-Defense,en,6.6,228,15.83,"[35, 18]",2019-07-12,False
31007,Welcome to the Rileys,en,6.6,268,9.508,[18],2010-10-29,False
12637,"New York, New York",en,6.6,222,11.295,"[18, 10402, 10749]",1977-06-21,False
9489,You've Got Mail,en,6.6,1952,15.992,"[35, 10749]",1998-12-17,False
2788,Reality Bites,en,6.6,400,9.606,"[35, 18, 10749]",1994-02-18,False
420426,Bleach,ja,6.6,301,9.946,"[28, 12, 14]",2018-07-20,False
119569,Marvel One-Shot: Item 47,en,6.6,240,14.985,"[28, 14, 878]",2012-09-13,False
1389,Out of Sight,en,6.6,637,14.838,"[35, 80, 10749]",1998-06-26,False
790,The Fog,en,6.6,708,8.918,[27],1980-02-08,False
