id,title,original_language,avg_vote,vote_count,popularity,genres,release_date
503314,Dragon Ball Super: Broly,ja,7.5,1194,3.471,"[28, 16, 878]",2018-12-14
499631,Fabrizio De André: Principe libero,it,7.5,240,4.562,"[10402, 36]",2018-01-23
626,Un Chien Andalou,fr,7.5,682,13.48,"[18, 14, 27]",1929-06-05
413594,Sword Art Online: The Movie - Ordinal Scale,ja,7.5,285,12.255,"[28, 12, 16, 14, 878, 10749]",2017-02-18
83389,From Up on Poppy Hill,ja,7.5,770,15.779000000000002,"[16, 18]",2011-07-16
529216,Mirage,es,7.5,784,23.42,"[18, 9648, 878, 53, 10749]",2018-11-30
211954,Instructions Not Included,es,7.5,406,8.701,"[35, 18]",2013-07-20
28874,Summer Wars,ja,7.5,525,13.148,[16],2009-08-01
1023,Adam's Apples,da,7.5,369,11.459000000000001,"[18, 35, 80]",2005-04-15
457601,Everything You Want,it,7.5,214,5.745,"[35, 18]",2017-05-11
431937,Mr & Mme Adelman,fr,7.5,241,8.623,"[10749, 18, 35]",2017-03-08
303483,Once in a Lifetime,fr,7.5,209,5.143,[18],2014-12-03
198375,The Garden of Words,ja,7.5,1037,13.106,"[16, 18, 10749]",2013-05-31
565179,The First King: Birth of an Empire,la,7.5,496,13.328,"[28, 18, 36]",2019-01-31
212167,Patema Inverted,ja,7.5,201,11.08,"[12, 16, 18, 14, 878]",2013-11-09
8440,Carandiru,pt,7.5,254,8.738,[18],2003-03-21
79,Hero,zh,7.5,1261,24.119,"[18, 12, 28, 36]",2002-07-22
434616,Patients,fr,7.5,440,6.195,"[35, 18]",2017-03-01
200085,The Flu,ko,7.5,549,26.951,"[28, 18]",2013-08-14
37903,The White Ribbon,de,7.5,538,11.544,"[18, 9648]",2009-10-06
338,Good Bye Lenin!,de,7.5,1321,15.435,"[35, 18]",2003-02-09
432616,Promise at Dawn,fr,7.5,291,6.803,"[18, 10749]",2017-12-20
15097,Fear City: A Family-Style Comedy,fr,7.5,668,8.618,[35],1994-03-09
61979,Three Steps Above Heaven,es,7.5,1223,28.365,"[10749, 18]",2010-12-03
348678,A Man Called Ove,sv,7.5,518,9.318999999999999,"[35, 18]",2015-12-25
75629,Evangelion: 3.0 You Can (Not) Redo,ja,7.5,219,11.020999999999999,"[28, 16, 18, 878]",2012-11-17
11471,A Better Tomorrow,cn,7.5,207,10.562999999999999,"[28, 80, 18]",1986-08-02
4550,Sympathy for Lady Vengeance,ko,7.5,827,14.285,"[18, 53]",2005-07-29
244088,Human Capital,it,7.5,600,9.304,[18],2014-01-09
5967,The Umbrellas of Cherbourg,fr,7.5,301,11.363,"[18, 10749]",1964-02-19
14645,Santa Claus Is a Stinker,fr,7.5,588,8.431000000000001,[35],1982-08-25
435577,The 12th Man,no,7.5,208,15.315,"[18, 10752]",2017-12-25
265180,Leviathan,ru,7.5,455,14.097000000000001,[18],2014-09-24
11829,Trinity Is Still My Name,it,7.5,480,18.229,"[35, 37]",1971-10-21
13310,Let the Right One In,sv,7.5,1781,15.557,"[18, 27]",2008-01-26
779,Vampyr,de,7.5,207,8.856,"[14, 27]",1932-05-06
406385,I Can Quit Whenever I Want 2: Masterclass,it,7.5,854,9.209,"[28, 35, 80]",2017-02-02
380225,Like Crazy,it,7.5,590,6.722,"[35, 18]",2016-05-17
364433,They Call Me Jeeg,it,7.5,1732,13.370999999999999,"[28, 35, 18, 878, 53]",2016-02-25
14092,Ghost in the Shell 2.0,ja,7.5,209,12.965,"[28, 16, 878]",2008-07-12
15371,Lupin the Third: The Castle of Cagliostro,ja,7.5,502,18.28,"[12, 16, 35, 80]",1979-12-15
9385,The Twelve Tasks of Asterix,fr,7.5,652,12.342,"[12, 16, 35, 10751]",1976-06-26
363,Head-On,de,7.5,285,9.918,"[18, 10749]",2004-03-11
902,The City of Lost Children,fr,7.5,574,15.187000000000001,"[12, 14, 878]",1995-08-17
1407,La Vie en Rose,fr,7.5,981,12.376,"[18, 10402]",2007-02-14
6404,Nosferatu the Vampyre,de,7.5,364,10.297,"[18, 27]",1979-01-17
27632,Black Sunday,it,7.5,217,7.513,[27],1960-08-11
519010,Pain and Glory,es,7.5,875,17.329,[18],2019-03-22
38396,That's Life,it,7.5,815,8.541,[35],1998-12-18
4203,Women on the Verge of a Nervous Breakdown,es,7.5,414,10.886,"[35, 18]",1988-03-14
6916,"Watch Out, We're Mad",it,7.5,448,11.809000000000001,"[28, 35]",1974-03-29
250219,I Can Quit Whenever I Want,it,7.5,1287,10.772,[35],2014-02-06
8740,The Vanishing,nl,7.5,269,9.65,"[27, 53]",1988-10-27
575,The Experiment,de,7.5,636,14.23,"[18, 53]",2001-03-07
127533,Rurouni Kenshin: Origins,ja,7.5,285,14.158,"[28, 18, 36]",2012-08-25
4689,Sympathy for Mr. Vengeance,ko,7.5,696,12.235999999999999,"[28, 18, 53]",2002-03-29
219,Volver,es,7.5,926,9.988999999999999,"[35, 18, 10749]",2006-03-16
179144,The Great Beauty,it,7.5,1849,14.001,[18],2013-05-21
690,Pickpocket,fr,7.4,214,7.562,"[80, 18]",1959-12-16
274109,Palm Trees in the Snow,es,7.4,291,26.608,"[12, 18, 10749]",2015-12-25
9462,The Way of the Dragon,cn,7.4,514,19.444000000000003,"[28, 80]",1972-06-01
33273,Cell 211,es,7.4,670,8.654,"[28, 18, 53]",2009-11-06
36940,The First Beautiful Thing,it,7.4,338,5.74,"[35, 18]",2010-01-15
7913,Rang De Basanti,hi,7.4,215,10.236,"[35, 18, 36]",2006-01-26
145,Breaking the Waves,da,7.4,527,12.068,"[18, 10749]",1996-05-13
13635,Mesrine: Killer Instinct,fr,7.4,546,9.645,"[28, 80, 18, 53]",2008-10-22
15362,Mesrine: Public Enemy #1,fr,7.4,508,7.869,"[28, 80, 18, 53]",2008-11-19
481432,Happy as Lazzaro,it,7.4,311,8.408999999999999,"[18, 14]",2018-05-31
57361,The Yellow Sea,ko,7.4,225,9.654,"[80, 18, 53]",2010-12-22
26638,Red Desert,it,7.4,200,9.113999999999999,[18],1964-09-04
491584,Burning,ko,7.4,609,15.238,"[9648, 18, 53]",2018-05-17
40794,Loose Cannons,it,7.4,399,8.968,"[35, 18, 10749]",2010-02-12
429174,Loveless,ru,7.4,418,8.663,[18],2017-06-01
9075,Black Book,nl,7.4,581,14.43,"[18, 53, 10752]",2006-09-01
319373,An,ja,7.4,232,7.79,[18],2015-05-30
15384,Red Cliff Part II,zh,7.4,218,11.027000000000001,"[28, 18, 36, 10752]",2009-01-07
76758,The Flowers of War,zh,7.4,394,11.224,"[18, 36, 10752]",2011-12-15
16646,Russian Ark,ru,7.4,232,7.808,"[18, 14, 36, 9648]",2002-05-22
1653,The Motorcycle Diaries,es,7.4,710,15.414000000000001,[18],2004-02-06
256040,Bahubali: The Beginning,te,7.4,282,18.594,"[28, 18]",2015-07-10
356296,Suburra,it,7.4,859,11.040999999999999,"[80, 18, 53]",2015-10-14
10086,Man Bites Dog,fr,7.4,448,9.815,"[35, 80, 18, 27]",1992-05-01
9652,The Passenger,it,7.4,223,7.0889999999999995,"[18, 53]",1975-02-28
140,Bad Education,es,7.4,500,13.838,"[80, 18, 9648, 53, 10749]",2004-03-19
165213,New World,ko,7.4,217,9.45,[53],2013-02-21
12776,Johnny Stecchino,it,7.4,666,9.161,[35],1991-10-24
19666,Lagaan: Once Upon a Time in India,hi,7.4,275,8.652000000000001,"[12, 10749, 18]",2001-06-15
11661,Joyeux Noel,fr,7.4,515,10.969000000000001,"[18, 36, 10749, 10752]",2005-11-09
7549,Fearless,zh,7.4,706,17.403,"[28, 18]",2006-01-26
456929,Champions,es,7.4,370,10.088,"[35, 18]",2018-04-06
587301,School Life,fr,7.4,285,27.684,"[35, 18]",2019-08-28
377263,Frantz,fr,7.4,428,8.362,"[18, 36, 10749]",2016-09-07
94329,The Raid,id,7.4,1900,21.349,"[28, 80, 53]",2012-03-22
2798,Oscar,fr,7.4,271,10.131,[35],1967-10-10
1391,Y Tu Mamá También,es,7.4,725,15.972999999999999,"[18, 10749]",2001-06-08
121642,Twice Born,it,7.4,318,9.257,"[18, 10749, 10752]",2012-09-13
9662,The Triplets of Belleville,fr,7.4,525,9.252,"[16, 35, 18]",2003-06-11
457,Sissi,de,7.4,295,10.811,"[35, 18, 10749]",1955-12-22
239877,The Mafia Kills Only in Summer,it,7.4,822,7.607,"[35, 80, 18, 10749]",2013-11-28
9056,Police Story,cn,7.4,325,15.655999999999999,"[28, 80, 53]",1985-12-14
19100,Those Happy Days,fr,7.4,604,7.627000000000001,"[35, 10751]",2006-06-28
15999,Vampire Hunter D: Bloodlust,ja,7.4,212,11.204,"[28, 12, 16, 14, 27, 9648, 878]",2000-08-25
73624,The Man from the Future,pt,7.4,201,6.65,"[35, 14, 878]",2011-09-02
23550,His Secret Life,it,7.4,304,5.65,[18],2001-03-16
403450,At War for Love,it,7.4,345,6.972,"[35, 18, 10749, 10752]",2016-10-27
1678,Godzilla,ja,7.4,406,13.325999999999999,"[53, 27, 878]",1954-11-03
10234,Funny Games,de,7.4,927,10.706,"[18, 27, 53]",1997-05-14
2899,Asterix & Obelix: Mission Cleopatra,fr,7.4,2085,20.005,"[12, 35, 14, 10751]",2002-01-29
427,Mon Oncle,fr,7.4,231,8.55,[35],1958-05-10
39107,Dragon Ball Z: Fusion Reborn,ja,7.4,393,16.09,"[28, 16]",1995-03-04
459,Sissi: The Fateful Years of an Empress,de,7.4,222,12.527000000000001,"[18, 36, 10749]",1957-12-18
33701,French Fried Vacation 2,fr,7.4,756,12.186,[35],1979-11-22
266,Contempt,fr,7.4,363,10.734000000000002,[18],1963-10-29
88273,A Royal Affair,da,7.4,537,8.921,"[18, 36, 10749]",2012-03-29
41201,The Illusionist,fr,7.4,325,8.157,"[16, 18]",2010-02-16
152780,The Past,fr,7.4,297,9.511000000000001,"[18, 9648]",2013-05-17
37472,Ip Man 2,cn,7.4,1251,4.216,"[28, 18, 36]",2010-04-21
25866,The Sucker,fr,7.4,331,9.855,"[35, 80]",1965-03-24
7862,The Counterfeiters,de,7.4,280,7.553,"[18, 10752]",2007-02-09
39324,Dragon Ball Z: The History of Trunks,ja,7.4,228,10.585,"[28, 16, 18, 878]",1993-02-24
12140,Ghost in the Shell 2: Innocence,ja,7.4,441,12.280999999999999,"[16, 18, 878]",2004-03-06
11713,Fist of Fury,zh,7.4,435,18.96,"[18, 28, 53]",1972-03-22
892,Delicatessen,fr,7.4,717,14.514000000000001,"[35, 14, 878]",1991-04-17
38142,5 Centimeters per Second,ja,7.4,1020,13.87,"[16, 18, 10749]",2007-03-03
15152,"OSS 117: Cairo, Nest of Spies",fr,7.4,932,10.554,"[28, 12, 35, 80]",2006-04-19
21484,Possession,fr,7.4,386,15.152000000000001,[27],1981-05-27
197082,Venus in Fur,fr,7.3,413,8.252,[18],2013-05-28
121875,In the House,fr,7.3,483,9.196,"[35, 18, 9648, 53]",2012-09-26
760,The Mad Adventures of Rabbi Jacob,fr,7.3,560,15.460999999999999,[35],1973-10-17
12207,The Legend of Drunken Master,cn,7.3,452,21.518,"[28, 35]",1994-02-03
8424,Love Me If You Dare,fr,7.3,1256,9.192,"[35, 18, 10749]",2003-09-17
70670,Headhunters,no,7.3,701,13.632,"[28, 80, 53]",2011-08-04
606954,Odio l'estate,it,7.3,200,9.31,[35],2020-01-30
179150,Reality,fr,7.3,255,7.5329999999999995,[35],2014-08-28
1791,The Piano Teacher,fr,7.3,496,13.978,"[18, 10749]",2001-07-21
498248,Mia and the White Lion,fr,7.3,433,15.827,"[12, 10751]",2018-12-26
21191,Sin Nombre,es,7.3,248,6.477,"[28, 80, 18, 53]",2009-03-20
17809,Fist of Legend,zh,7.3,226,11.505,[28],1994-12-22
246,Zatoichi,ja,7.3,441,12.030999999999999,"[12, 18, 28]",2003-09-06
13041,El Topo,es,7.3,283,8.118,"[28, 12, 18, 37]",1970-12-18
10795,Tell No One,fr,7.3,777,10.297,"[18, 53, 80, 9648]",2006-11-01
329819,Standing Tall,fr,7.3,327,6.202000000000001,[18],2015-05-13
515916,Girl,nl,7.3,350,7.105,[18],2018-09-27
9539,Martyrs,fr,7.3,1336,19.199,"[18, 27, 53]",2008-09-03
51241,Heartbeats,fr,7.3,620,8.982999999999999,"[18, 10749]",2010-05-16
146,"Crouching Tiger, Hidden Dragon",zh,7.3,1861,27.333000000000002,"[12, 18, 28, 10749]",2000-07-06
1254,"Don't Worry, I'm Fine",fr,7.3,381,9.588,[18],2006-09-06
9299,Thesis,es,7.3,360,7.301,"[27, 53]",1996-04-11
104,Run Lola Run,de,7.3,1247,15.865,"[28, 18, 53]",1998-08-20
15080,Only Yesterday,ja,7.3,428,16.605999999999998,"[16, 18, 10749]",1991-07-20
9589,Christiane F.,de,7.3,709,13.017999999999999,[18],1981-04-01
12481,The Big Boss,zh,7.3,337,18.067999999999998,[28],1971-10-02
436343,On Body and Soul,hu,7.3,278,10.071,"[18, 10749]",2017-03-02
44716,In a Better World,da,7.3,222,10.597000000000001,[18],2010-08-26
11101,Stalingrad,de,7.3,244,12.515999999999998,"[18, 36, 10752]",1993-01-21
520736,Loro 2,it,7.3,277,6.564,[18],2018-05-10
375315,The Salesman,fa,7.3,480,9.953,"[18, 53]",2016-06-24
2841,A Very Long Engagement,fr,7.3,692,12.892999999999999,"[18, 10749, 10752]",2004-10-26
6619,Death in Venice,it,7.3,202,8.256,[18],1971-03-01
11673,Cyrano de Bergerac,fr,7.3,375,7.735,"[35, 18, 36, 10749]",1990-01-01
3176,Battle Royale,ja,7.3,2010,17.759,"[12, 18, 53]",2000-12-16
209274,Ida,pl,7.3,543,9.972000000000001,[18],2013-10-25
23637,"Ciao, Professore!",it,7.3,249,6.921,[35],1992-10-01
9550,House of Flying Daggers,zh,7.3,870,17.737000000000002,"[28, 12, 18, 10749]",2004-05-19
176983,One Piece Film: Z,ja,7.3,206,11.905,"[28, 12, 16]",2012-12-15
25623,House,ja,7.3,242,10.77,"[35, 14, 27]",1977-08-26
112198,What's in a Name,fr,7.3,1065,8.745,"[35, 18]",2012-04-25
5590,Donkey Skin,fr,7.3,229,7.742000000000001,"[35, 18, 14, 10402, 10749]",1970-12-20
1433,The Devil's Backbone,es,7.3,624,10.853,"[18, 14, 27, 53]",2001-04-20
21348,Kirikou and the Sorceress,fr,7.3,725,10.033,"[12, 16, 14, 10751]",1998-12-09
486947,The Guilty,da,7.3,652,13.427,"[18, 80, 53]",2018-06-14
58857,13 Assassins,ja,7.3,593,10.583,"[28, 12, 18]",2010-09-09
191714,The Lunchbox,hi,7.3,386,5.859,"[18, 10749]",2013-09-20
65229,Tomboy,fr,7.3,359,8.658,[18],2011-04-20
53457,Sarah's Key,fr,7.3,464,8.551,"[18, 10752]",2010-09-16
45958,Biutiful,es,7.3,659,8.437999999999999,[18],2010-10-20
338189,It's Only the End of the World,fr,7.3,1032,9.247,[18],2016-08-26
63831,The Kid with a Bike,fr,7.3,231,7.649,[18],2011-05-18
436,Maria Full of Grace,es,7.3,205,7.474,"[18, 53, 80]",2004-01-18
9470,Kung Fu Hustle,cn,7.3,1463,20.869,"[28, 35, 80, 14]",2004-02-10
9474,My Name Is Nobody,it,7.3,504,14.749,"[35, 37]",1973-12-13
509364,By the Grace of God,fr,7.3,253,11.32,[18],2019-02-20
129112,Wadjda,ar,7.3,259,8.699,[18],2012-08-31
10772,Django,it,7.3,423,10.262,"[28, 37]",1966-04-05
25846,Baarìa,it,7.3,387,7.775,"[35, 18, 36, 10749]",2009-09-02
458,Sissi: The Young Empress,de,7.3,223,10.205,"[18, 35, 10749]",1956-12-01
293670,The Wailing,ko,7.3,723,12.062000000000001,"[27, 9648, 53]",2016-05-12
287495,Labyrinth of Lies,de,7.2,393,9.076,"[18, 36]",2014-09-06
844,2046,zh,7.2,417,10.868,"[18, 14, 878, 10749]",2004-05-20
20345,The Bird with the Crystal Plumage,it,7.2,323,12.387,"[27, 9648, 53]",1970-02-27
12289,Red Cliff,zh,7.2,418,14.856,"[28, 12, 18, 10752]",2008-07-10
15283,Pom Poko,ja,7.2,453,15.708,"[12, 16, 14]",1994-07-16
34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,ja,7.2,444,28.098000000000003,"[16, 12, 10751, 878]",1993-03-06
48254,Ovosodo,it,7.2,212,5.593,"[35, 18]",1997-09-12
97365,Rust and Bone,fr,7.2,879,10.546,"[18, 10749]",2012-05-17
67884,Chinese Take-Out,es,7.2,225,6.013999999999999,[35],2011-03-24
15370,The Cat Returns,ja,7.2,925,21.378,"[12, 16, 18, 14, 10751]",2002-07-19
501633,Invisibles,fr,7.2,236,7.567,[35],2019-01-09
381356,Five,fr,7.2,631,7.14,[35],2016-03-30
11230,Drunken Master,cn,7.2,414,17.343,"[28, 35]",1978-10-05
19597,The Hedgehog,fr,7.2,222,7.732,"[35, 18]",2009-07-03
110398,No,es,7.2,257,6.732,"[18, 36]",2012-08-07
15067,"The Good, The Bad, The Weird",ko,7.2,384,12.207,"[28, 12, 35, 37]",2008-07-16
507569,The Seven Deadly Sins: Prisoners of the Sky,ja,7.2,420,3.137,"[28, 12, 16, 14]",2018-08-18
9078,The Sword in the Stone,de,7.2,2448,23.39,"[16, 10751]",1963-12-25
399121,An Officer and a Spy,fr,7.2,485,34.81,"[18, 36, 53]",2019-09-30
38810,Dogtooth,el,7.2,962,16.891,[18],2009-06-01
254201,The Absent One,da,7.2,328,15.14,"[80, 18, 9648, 53]",2014-10-02
5488,"I'm a Cyborg, But That's OK",ko,7.2,250,8.843,"[35, 18, 10749]",2006-12-07
113082,Berserk: The Golden Age Arc I - The Egg of the King,ja,7.2,227,9.747,"[28, 12, 16, 14]",2012-02-03
336050,Son of Saul,hu,7.2,622,9.617,"[10752, 18, 53]",2015-06-11
62215,Melancholia,da,7.2,1966,19.081,"[18, 878]",2011-05-26
196024,The Keeper of Lost Causes,da,7.2,392,12.797,"[80, 9648, 53]",2013-10-03
570131,Love at Second Sight,fr,7.2,314,12.132,"[35, 18, 14, 10749]",2019-04-03
10722,The Day of the Beast,es,7.2,247,9.597999999999999,"[28, 35, 27, 80]",1995-10-20
979,Irreversible,fr,7.2,1298,21.575,"[18, 53, 80, 9648]",2002-05-22
8088,Broken Embraces,es,7.2,363,8.281,"[18, 53, 10749]",2009-03-01
761,The Wing or the Thigh,fr,7.2,458,10.77,[35],1976-10-27
25205,The Concert,fr,7.2,295,8.008,"[35, 18]",2009-11-04
9322,La Femme Nikita,fr,7.2,1099,10.074,"[28, 53]",1990-02-21
2117,Sophie Scholl: The Final Days,de,7.2,248,5.712999999999999,"[18, 36]",2005-02-13
6537,The Orphanage,es,7.2,1553,15.923,"[18, 27, 53]",2007-05-20
172106,Jappeloup,fr,7.2,268,6.847,[18],2013-03-13
48034,Little White Lies,fr,7.2,1014,8.949,"[35, 18]",2010-10-20
11634,Show Me Love,sv,7.2,243,7.252999999999999,"[35, 10749, 18]",1998-10-23
475215,Mirai,ja,7.2,285,11.296,"[16, 14, 10751]",2018-07-20
10975,Operation Condor,cn,7.2,228,13.84,"[28, 12, 80, 53]",1991-02-07
323661,Mune: Guardian of the Moon,fr,7.2,304,13.385,"[12, 16, 35, 14, 10751]",2015-02-05
15588,OSS 117: Lost in Rio,fr,7.2,785,9.032,"[28, 12, 35, 80]",2009-04-14
25300,I'm Not Scared,it,7.1,667,7.486000000000001,"[80, 18, 9648, 53]",2003-02-08
1555,The Spanish Apartment,fr,7.2,633,9.664,"[35, 18, 10749]",2002-05-17
445,Caché,fr,7.2,518,9.066,"[18, 9648, 53]",2005-10-05
11687,The Visitors,fr,7.1,1155,13.013,"[35, 14]",1993-01-27
279229,Sapphire Blue,de,7.1,708,17.789,"[14, 878, 10749]",2014-08-14
39323,Dragon Ball Z: Bardock - The Father of Goku,ja,7.1,236,13.64,"[28, 16, 18, 878]",1990-10-17
329805,My King,fr,7.1,428,7.626,"[18, 10749]",2015-10-21
366564,Comment c'est Loin,fr,7.1,490,5.38,[35],2015-12-09
22302,Polytechnique,fr,7.1,293,6.129,"[80, 18]",2009-01-24
270400,Breathe,fr,7.1,344,6.011,[18],2014-09-04
80184,The Hidden Face,es,7.1,479,46.426,"[9648, 53]",2011-09-16
206563,Trash,pt,7.1,392,8.402999999999999,"[12, 80, 18, 53]",2014-10-09
452187,Le Brio,fr,7.1,555,8.191,"[35, 18]",2017-11-22
267,Live Flesh,es,7.1,263,9.436,"[18, 53, 10749]",1997-10-28
468198,The Place,it,7.1,651,9.968,"[18, 9648, 53]",2017-11-04
10102,La Grande Bouffe,fr,7.1,227,7.695,"[35, 18]",1973-05-16
152584,Blue Is the Warmest Color,fr,7.1,2794,15.158,"[10749, 18]",2013-10-09
10986,The Taming of the Scoundrel,it,7.1,261,22.58,[35],1980-12-20
365045,Heidi,de,7.1,224,12.334000000000001,"[12, 10751]",2015-12-10
248933,The Dark Valley,de,7.1,203,6.6370000000000005,[18],2014-02-13
37767,Fun Is Beautiful,it,7.1,202,5.771,[35],1980-01-19
413518,Pinocchio,it,7.1,333,66.80199999999999,"[14, 10751]",2019-12-19
10867,Malena,it,7.1,844,23.866999999999997,[18],2000-10-27
619264,The Platform,es,7.1,2224,132.806,"[18, 878]",2019-11-08
659,The Tin Drum,de,7.1,200,12.519,"[18, 36, 10752]",1979-05-02
9696,Ichi the Killer,ja,7.1,473,13.442,"[28, 80, 27]",2001-12-22
197950,The Connection,fr,7.1,471,8.312999999999999,"[28, 80, 53]",2014-12-03
507076,Climax,fr,7.1,777,16.43,"[18, 27, 10402]",2018-09-19
374475,Toni Erdmann,de,7.1,574,9.466000000000001,"[35, 18]",2016-07-14
236735,Marshland,es,7.1,547,9.988,[53],2014-09-25
429191,A Fantastic Woman,es,7.1,414,9.331,[18],2017-04-06
22536,Thirst,ko,7.1,407,11.675,"[18, 27, 53]",2009-04-30
8329,[REC],es,7.1,2367,18.778,"[27, 9648]",2007-04-10
79707,Children Who Chase Lost Voices,ja,7.1,337,12.203,"[12, 16, 18, 14]",2011-05-07
1643,Last Tango in Paris,it,7.1,655,14.367,"[18, 10749]",1972-10-14
390497,Tunnel,ko,7.1,214,10.294,"[28, 18, 53]",2016-08-10
233063,Suck Me Shakespeer,de,7.1,1201,19.46,[35],2013-11-07
62204,Quest for Fire,fr,7.1,253,8.562999999999999,"[12, 18]",1981-12-15
430447,Mary and the Witch's Flower,ja,7.1,418,10.127,"[12, 16, 14]",2017-07-08
438740,Salyut-7,ru,7.1,200,12.17,"[28, 18, 12]",2017-09-22
4552,A Tale of Two Sisters,ko,7.1,528,29.533,"[18, 27, 9648]",2003-06-13
11447,The Son's Room,it,7.1,219,6.899,[18],2001-03-09
103328,Holy Motors,fr,7.1,578,7.775,"[18, 14]",2012-07-02
2671,Ringu,ja,7.1,651,11.380999999999998,"[27, 53]",1998-01-31
360365,Tini: The New Life of Violetta,el,7.1,232,12.0,"[35, 18, 10402]",2016-05-04
38397,"The Legend of Al, John and Jack",it,7.1,777,7.131,[35],2002-01-01
4588,"Lust, Caution",zh,7.1,309,21.624000000000002,"[28, 18, 10749, 53]",2007-09-28
39108,Dragon Ball Z: Wrath of the Dragon,ja,7.1,350,18.538,"[28, 16, 14, 878]",1995-07-15
504603,The World Is Yours,fr,7.1,235,8.217,"[35, 80]",2018-08-15
96714,Diaz - Don't Clean Up This Blood,it,7.1,211,7.619,[18],2012-04-13
4727,The Gendarme of St. Tropez,fr,7.1,467,15.665999999999999,[35],1964-09-08
21588,Cemetery Man,it,7.1,246,8.852,"[14, 18, 27, 35]",1994-03-25
393519,Raw,fr,7.1,1691,14.59,"[18, 27, 9648]",2016-11-11
325690,The Legendary Giulia and Other Miracles,it,7.1,332,5.867000000000001,[35],2015-02-19
56020,Radio Arrow,it,7.1,227,5.516,"[35, 18, 10402]",1998-10-16
19123,Knock on Wood,fr,7.1,301,8.082,"[12, 35, 80]",1981-03-01
401898,Thelma,no,7.1,456,10.987,"[18, 9648, 53]",2017-09-15
332872,Julieta,es,7.0,552,8.036,"[18, 10749]",2016-04-08
436931,Pokémon the Movie: I Choose You!,ja,7.0,360,9.965,"[12, 16, 35, 18, 14, 10751]",2017-07-15
22826,The Monster,it,7.0,370,7.896,[35],1994-10-22
50472,Anplagghed al cinema,it,7.0,251,5.417999999999999,[],2006-11-26
33613,The Girl Who Kicked the Hornet's Nest,sv,7.0,821,12.913,"[28, 80, 9648, 53]",2009-11-27
1553,The Beat That My Heart Skipped,fr,7.0,236,7.276,"[80, 18, 10402]",2005-03-16
6968,The Baader Meinhof Complex,de,7.0,308,8.573,"[28, 80, 18, 36, 53]",2008-09-24
14139,Timecrimes,es,7.0,625,9.297,"[878, 53]",2007-10-05
348668,A Conspiracy of Faith,da,7.0,296,13.532,"[80, 18, 9648, 53]",2016-03-03
397538,Borg vs McEnroe,sv,7.0,720,12.667,"[18, 36]",2017-09-06
8072,Alphaville,fr,7.0,233,10.236,"[18, 9648, 878]",1965-05-05
37653,The Three Brothers,fr,7.0,411,6.902,[35],1995-12-13
11075,Audition,ja,7.0,754,13.064,"[18, 27, 9648, 53]",2000-03-03
327,Brother,ja,7.0,200,9.715,"[80, 18, 53]",2000-09-09
10753,Police Story 2,cn,7.0,221,14.932,"[28, 80, 53]",1988-08-13
73532,Le Havre,fr,7.0,202,7.671,"[35, 18]",2011-09-08
314402,Dheepan,fr,7.0,280,8.705,"[80, 18]",2015-08-26
9316,Ong Bak: Muay Thai Warrior,th,7.0,957,12.367,"[28, 53]",2003-01-21
85739,ACAB : All Cops Are Bastards,it,7.0,523,9.618,"[28, 18, 80]",2012-01-27
24253,The Girl Who Played with Fire,sv,7.0,1016,13.974,"[28, 80, 18, 9648, 53]",2009-09-18
484482,Sink or Swim,fr,7.0,907,10.482000000000001,"[35, 18]",2018-10-24
658760,Isi & Ossi,de,7.0,386,19.938,"[35, 10749]",2020-02-14
300,The Science of Sleep,fr,7.0,437,8.48,"[35, 18, 14]",2006-02-11
9606,Metropolis,ja,7.0,220,9.965,"[16, 878]",2001-05-26
350312,Baahubali 2: The Conclusion,te,7.0,289,11.793,"[28, 18]",2017-04-27
322125,A Perfect Man,fr,7.0,395,5.904,"[18, 53]",2015-03-18
425703,Come diventare grandi nonostante i genitori,it,7.0,201,5.6160000000000005,[35],2016-11-23
252822,In Order of Disappearance,no,7.0,308,10.347999999999999,"[28, 35, 80, 53]",2014-02-21
77495,Sleep Tight,es,7.0,493,9.184,"[53, 27]",2011-10-14
11367,Odds and Evens,it,7.0,213,0.6,"[35, 80]",1978-10-28
19204,The Beyond,it,7.0,266,7.831,[27],1981-04-22
423646,In the Fade,de,7.0,467,11.08,"[80, 18]",2017-11-23
432087,Back to Burgundy,fr,7.0,255,10.468,"[35, 18]",2017-06-14
265228,Timbuktu,fr,7.0,294,6.171,[18],2014-12-10
9929,Asterix and Cleopatra,fr,7.0,527,20.997,"[12, 16, 35, 10751]",1968-12-16
334304,Belle and Sebastian: The Adventure Continues,fr,7.0,218,9.133,"[12, 10751]",2015-12-07
449992,The Night Comes for Us,id,7.0,297,12.28,"[28, 80, 53]",2018-10-05
1958,8 Women,fr,7.0,509,9.183,"[35, 80, 10402, 9648, 53]",2002-01-08
542830,Little White Lies 2,fr,7.0,396,11.96,"[35, 18]",2019-05-01
337556,Emerald Green,de,7.0,608,15.15,"[12, 18, 14, 878, 10749]",2016-07-07
58522,Boris - Il film,it,7.0,263,5.772,[35],2011-04-01
22373,Saturn in Opposition,it,7.0,226,7.104,[18],2007-02-23
166666,3096 Days,de,7.0,283,8.945,"[80, 18]",2013-02-21
396263,Gantz:O,ja,7.0,276,10.82,"[28, 16, 878]",2016-10-14
41428,Tetsuo: The Iron Man,ja,7.0,247,10.769,"[27, 878]",1989-07-01
